source,target,weight,edge_types
B0074,B0810,0.5,partner
B0074,B0825,0.7,"partner,region"
B0074,B0827,0.5,partner
B0074,B0831,0.5,partner
B0074,B0837,0.7,"partner,region"
B0074,B0844,0.7,"partner,region"
B0074,B0855,0.5,partner
B0074,B0858,0.5,partner
B0074,B0863,0.5,partner
B0074,B0869,0.5,partner
B0074,B0875,0.5,partner
B0074,B0905,0.5,partner
B0074,B0915,0.7,"partner,region"
B0074,B0916,0.5,partner
B0074,B0927,0.7,"partner,region"
B0074,B0931,0.5,partner
B0074,B0935,0.7,"partner,region"
B0074,B0936,0.5,partner
B0074,B0946,0.5,partner
B0074,B0966,0.5,partner
B0074,B0969,0.5,partner
B0074,B0975,0.5,partner
B0074,B0976,0.5,partner
B0074,B0977,0.5,partner
B0074,B0978,0.5,partner
B0074,B0982,0.5,partner
B0074,B0983,0.7,"partner,region"
B0074,B0985,0.5,partner
B0074,B0987,0.5,partner
B0074,B0988,0.5,partner
B0074,B0993,0.5,partner
B0074,B0996,0.7,"partner,region"
B0074,B1002,0.5,partner
B0074,B1005,0.5,partner
B0074,B1007,0.5,partner
B0074,B1010,0.5,partner
B0074,B1017,0.5,partner
B0074,B1019,0.5,partner
B0074,B1025,0.7,"partner,region"
B0074,B1036,0.5,partner
B0074,B1037,0.7,"partner,region"
B0074,B1038,0.5,partner
B0074,B1039,0.5,partner
B0074,B1041,0.5,partner
B0074,B1044,0.5,partner
B0074,B1046,0.5,partner
B0074,B1049,0.5,partner
B0074,B1050,0.7,"partner,region"
B0074,B1058,0.5,partner
B0074,B1062,0.5,partner
B0074,B1069,0.5,partner
B0074,B1090,0.7,"partner,region"
B0074,B1104,0.5,partner
B0074,B1109,0.5,partner
B0074,B1137,0.7,"partner,region"
B0074,B1144,0.5,partner
B0074,B1147,0.7,"partner,region"
B0074,B1152,0.5,partner
B0074,B1154,0.5,partner
B0074,B1156,0.7,"partner,region"
B0074,B1168,0.5,partner
B0074,B1169,0.5,partner
B0074,B1173,0.5,partner
B0074,B1176,0.7,"partner,region"
B0074,B1180,0.5,partner
B0074,B1182,0.5,partner
B0074,B1186,0.5,partner
B0074,B1187,0.5,partner
B0074,B1190,0.5,partner
B0074,B1198,0.5,partner
B0074,B1208,0.5,partner
B0074,B1209,0.5,partner
B0074,B1211,0.5,partner
B0074,B1232,0.5,partner
B0074,B1244,0.5,partner
B0074,B1245,0.5,partner
B0074,B1250,0.7,"partner,region"
B0074,B1253,0.7,"partner,region"
B0074,B1256,0.7,"partner,region"
B0074,B1266,0.7,"partner,region"
B0074,B1286,0.5,partner
B0074,B1288,0.7,"partner,region"
B0074,B1294,0.5,partner
B0074,B1299,0.5,partner
B0074,B1301,0.5,partner
B0074,B1317,0.5,partner
B0074,B1319,0.7,"partner,region"
B0074,B1321,0.5,partner
B0074,B1322,0.5,partner
B0074,B1325,0.5,partner
B0074,B1328,0.5,partner
B0074,B1330,0.5,partner
B0074,B1333,0.5,partner
B0074,B1340,0.5,partner
B0074,B1342,0.5,partner
B0074,B1351,0.5,partner
B0074,B1354,0.5,partner
B0074,B1369,0.5,partner
B0074,B1377,0.5,partner
B0074,B1380,0.7,"partner,region"
B0074,B1393,0.5,partner
B0074,B1406,0.7,"partner,region"
B0074,B1410,0.5,partner
B0074,B1415,0.5,partner
B0074,B1416,0.5,partner
B0074,B1417,0.5,partner
B0074,B1424,0.5,partner
B0074,B1426,0.5,partner
B0074,B1438,0.5,partner
B0074,B1455,0.5,partner
B0074,B1458,0.5,partner
B0074,B1476,0.5,partner
B0074,B1478,0.5,partner
B0074,B1482,0.5,partner
B0074,B1483,0.5,partner
B0074,B1486,0.7,"partner,region"
B0074,B1491,0.7,"partner,region"
B0074,B1500,0.5,partner
B0074,B1506,0.7,"partner,region"
B0074,B1515,0.5,partner
B0074,B1524,0.5,partner
B0074,B1527,0.7,"partner,region"
B0074,B1542,0.5,partner
B0074,B1545,0.5,partner
B0074,B1547,0.5,partner
B0074,B1553,0.5,partner
B0074,B1554,0.5,partner
B0074,B1556,0.5,partner
B0074,B1561,0.7,"partner,region"
B0074,B1566,0.7,"partner,region"
B0074,B1570,0.5,partner
B0074,B1571,0.5,partner
B0074,B1575,0.5,partner
B0074,B1579,0.5,partner
B0074,B1590,0.7,"partner,region"
B0074,B1591,0.5,partner
B0074,B1592,0.5,partner
B0074,B1596,0.5,partner
B0074,B1597,0.5,partner
B0074,B1603,0.7,"partner,region"
B0074,B1604,0.5,partner
B0074,B1605,0.7,"partner,region"
B0074,B1607,0.7,"partner,region"
B0074,B1610,0.5,partner
B0074,B1612,0.5,partner
B0074,B1629,0.5,partner
B0074,B1632,0.5,partner
B0074,B1647,0.7,"partner,region"
B0074,B1654,0.5,partner
B0074,B1657,0.5,partner
B0074,B1664,0.5,partner
B0074,B1671,0.7,"partner,region"
B0074,B1677,0.5,partner
B0074,B1679,0.5,partner
B0074,B1680,0.5,partner
B0074,B1682,0.5,partner
B0074,B1689,0.7,"partner,region"
B0074,B1696,0.5,partner
B0074,B1698,0.5,partner
B0074,B1705,0.5,partner
B0074,B1707,0.5,partner
B0074,B1719,0.7,"partner,region"
B0074,B1720,0.7,"partner,region"
B0074,B1723,0.5,partner
B0074,B1727,0.5,partner
B0074,B1731,0.7,"partner,region"
B0074,B1750,0.7,"partner,region"
B0074,B1751,0.5,partner
B0074,B1752,0.7,"partner,region"
B0074,B1755,0.5,partner
B0074,B1757,0.5,partner
B0074,B1770,0.5,partner
B0074,B1773,0.7,"partner,region"
B0074,B1776,0.5,partner
B0074,B1778,0.5,partner
B0074,B1782,0.5,partner
B0074,B1783,0.5,partner
B0074,B1787,0.5,partner
B0074,B1805,0.5,partner
B0074,B1806,0.5,partner
B0074,B1812,0.5,partner
B0074,B1816,0.7,"partner,region"
B0074,B1822,0.5,partner
B0074,B1835,0.5,partner
B0074,B1840,0.5,partner
B0074,B1843,0.7,"partner,region"
B0074,B1859,0.5,partner
B0074,B1876,0.5,partner
B0074,B1884,0.5,partner
B0074,B1894,0.5,partner
B0074,B1896,0.7,"partner,region"
B0074,B1897,0.7,"partner,region"
B0074,B1907,0.5,partner
B0074,B1911,0.5,partner
B0074,B1918,0.5,partner
B0074,B1925,0.5,partner
B0074,B1927,0.7,"partner,region"
B0074,B1929,0.7,"partner,region"
B0074,B1935,0.5,partner
B0074,B1937,0.5,partner
B0074,B1942,0.7,"partner,region"
B0074,B1945,0.5,partner
B0074,B1949,0.5,partner
B0074,B1953,0.5,partner
B0074,B1958,0.7,"partner,region"
B0074,B1965,0.7,"partner,region"
B0074,B1973,0.5,partner
B0074,B1984,0.5,partner
B0074,B1987,0.5,partner
B0074,B1993,0.7,"partner,region"
B0074,B1994,0.7,"partner,region"
B0074,B1999,0.5,partner
B0074,B0099,0.2,region
B0074,B0161,0.2,region
B0074,B0251,0.2,region
B0074,B0278,0.2,region
B0074,B0348,0.2,region
B0074,B0416,0.2,region
B0074,B0432,0.2,region
B0074,B0493,0.2,region
B0074,B0511,0.2,region
B0074,B0521,0.2,region
B0074,B0526,0.2,region
B0074,B0594,0.2,region
B0074,B0616,0.2,region
B0074,B0627,0.2,region
B0074,B0693,0.2,region
B0074,B0715,0.2,region
B0074,B0812,0.2,region
B0074,B0877,0.2,region
B0074,B1011,0.2,region
B0074,B1033,0.2,region
B0074,B1101,0.2,region
B0074,B1184,0.2,region
B0074,B1344,0.2,region
B0074,B1505,0.2,region
B0074,B1568,0.2,region
B0074,B1641,0.2,region
B0074,B1836,0.2,region
B0074,B1841,0.2,region
B0074,B1850,0.2,region
B0074,B1922,0.2,region
B0074,B1959,0.2,region
B0075,B0176,1.0,group
B0075,B0395,1.0,group
B0075,B0444,1.0,group
B0075,B1657,1.0,group
B0075,B0130,0.7,"partner,region"
B0075,B0225,0.5,partner
B0075,B0349,0.5,partner
B0075,B0465,0.7,"partner,region"
B0075,B0574,0.5,partner
B0075,B0794,0.5,partner
B0075,B0920,0.5,partner
B0075,B0942,0.5,partner
B0075,B0945,0.5,partner
B0075,B0997,0.5,partner
B0075,B1054,0.7,"partner,region"
B0075,B1192,0.5,partner
B0075,B1201,0.5,partner
B0075,B1306,0.7,"partner,region"
B0075,B1307,0.5,partner
B0075,B1391,0.7,"partner,region"
B0075,B1407,0.5,partner
B0075,B1497,0.7,"partner,region"
B0075,B1624,0.5,partner
B0075,B1736,0.5,partner
B0075,B1737,0.7,"partner,region"
B0075,B1804,0.5,partner
B0075,B1864,0.5,partner
B0075,B0076,0.2,region
B0075,B0119,0.2,region
B0075,B0219,0.2,region
B0075,B0530,0.2,region
B0075,B0541,0.2,region
B0075,B0620,0.2,region
B0075,B0658,0.2,region
B0075,B0760,0.2,region
B0075,B1164,0.2,region
B0075,B1309,0.2,region
B0075,B1392,0.2,region
B0075,B1658,0.2,region
B0075,B1753,0.2,region
B0075,B1768,0.2,region
B0075,B1972,0.2,region
B0076,B0427,1.0,group
B0076,B0581,1.0,group
B0076,B0780,1.0,group
B0076,B1414,1.0,group
B0076,B1831,1.0,group
B0076,B1916,1.0,group
B0076,B0119,0.7,"partner,region"
B0076,B0153,0.5,partner
B0076,B0160,0.5,partner
B0076,B0219,0.7,"partner,region"
B0076,B0319,0.5,partner
B0076,B0530,0.7,"partner,region"
B0076,B0541,0.7,"partner,region"
B0076,B0597,0.5,partner
B0076,B0620,0.7,"partner,region"
B0076,B0657,0.5,partner
B0076,B0658,0.7,"partner,region"
B0076,B0663,0.5,partner
B0076,B0760,0.7,"partner,region"
B0076,B0765,0.5,partner
B0076,B0873,0.5,partner
B0076,B0921,0.5,partner
B0076,B1129,0.5,partner
B0076,B1164,0.7,"partner,region"
B0076,B1257,0.5,partner
B0076,B1309,0.7,"partner,region"
B0076,B1323,0.5,partner
B0076,B1368,0.5,partner
B0076,B1370,0.5,partner
B0076,B1392,0.7,"partner,region"
B0076,B1488,0.5,partner
B0076,B1658,0.7,"partner,region"
B0076,B1732,0.5,partner
B0076,B1753,0.7,"partner,region"
B0076,B1768,0.7,"partner,region"
B0076,B1827,0.5,partner
B0076,B1923,0.5,partner
B0076,B0130,0.2,region
B0076,B0465,0.2,region
B0076,B1054,0.2,region
B0076,B1306,0.2,region
B0076,B1391,0.2,region
B0076,B1497,0.2,region
B0076,B1737,0.2,region
B0076,B1972,0.2,region
B0077,B0525,1.0,group
B0077,B1436,1.0,group
B0077,B1834,1.0,group
B0077,B0081,0.5,partner
B0077,B0100,0.5,partner
B0077,B0108,0.5,partner
B0077,B0117,0.7,"partner,region"
B0077,B0126,0.7,"partner,region"
B0077,B0131,0.5,partner
B0077,B0136,0.5,partner
B0077,B0139,0.7,"partner,region"
B0077,B0145,0.5,partner
B0077,B0157,0.5,partner
B0077,B0158,0.5,partner
B0077,B0175,0.5,partner
B0077,B0178,0.5,partner
B0077,B0186,0.5,partner
B0077,B0194,0.5,partner
B0077,B0195,0.5,partner
B0077,B0202,0.5,partner
B0077,B0204,0.5,partner
B0077,B0206,0.5,partner
B0077,B0213,0.7,"partner,region"
B0077,B0218,0.5,partner
B0077,B0220,0.5,partner
B0077,B0221,0.5,partner
B0077,B0229,0.5,partner
B0077,B0243,0.5,partner
B0077,B0250,0.7,"partner,region"
B0077,B0252,0.5,partner
B0077,B0265,0.5,partner
B0077,B0267,0.7,"partner,region"
B0077,B0275,0.5,partner
B0077,B0284,0.5,partner
B0077,B0286,0.5,partner
B0077,B0290,0.7,"partner,region"
B0077,B0294,0.5,partner
B0077,B0295,0.5,partner
B0077,B0303,0.5,partner
B0077,B0304,0.7,"partner,region"
B0077,B0308,0.7,"partner,region"
B0077,B0309,0.5,partner
B0077,B0312,0.5,partner
B0077,B0317,0.7,"partner,region"
B0077,B0318,0.5,partner
B0077,B0321,0.5,partner
B0077,B0322,0.5,partner
B0077,B0331,0.5,partner
B0077,B0332,0.5,partner
B0077,B0368,0.5,partner
B0077,B0375,0.7,"partner,region"
B0077,B0380,0.5,partner
B0077,B0383,0.5,partner
B0077,B0384,0.7,"partner,region"
B0077,B0388,0.7,"partner,region"
B0077,B0392,0.5,partner
B0077,B0393,0.5,partner
B0077,B0395,0.7,"partner,region"
B0077,B0398,0.7,"partner,region"
B0077,B0399,0.7,"partner,region"
B0077,B0402,0.5,partner
B0077,B0410,0.7,"partner,region"
B0077,B0413,0.5,partner
B0077,B0423,0.5,partner
B0077,B0429,0.5,partner
B0077,B0434,0.5,partner
B0077,B0436,0.5,partner
B0077,B0437,0.5,partner
B0077,B0438,0.7,"partner,region"
B0077,B0439,0.7,"partner,region"
B0077,B0441,0.7,"partner,region"
B0077,B0442,0.5,partner
B0077,B0444,0.5,partner
B0077,B0445,0.5,partner
B0077,B0452,0.5,partner
B0077,B0458,0.5,partner
B0077,B0479,0.5,partner
B0077,B0483,0.5,partner
B0077,B0486,0.5,partner
B0077,B0489,0.5,partner
B0077,B0490,0.5,partner
B0077,B0496,0.7,"partner,region"
B0077,B0501,0.5,partner
B0077,B0507,0.5,partner
B0077,B0531,0.7,"partner,region"
B0077,B0550,0.7,"partner,region"
B0077,B0565,0.5,partner
B0077,B0570,0.5,partner
B0077,B0572,0.5,partner
B0077,B0573,0.5,partner
B0077,B0577,0.5,partner
B0077,B0580,0.5,partner
B0077,B0589,0.7,"partner,region"
B0077,B0600,0.5,partner
B0077,B0604,0.7,"partner,region"
B0077,B0612,0.5,partner
B0077,B0631,0.7,"partner,region"
B0077,B0632,0.5,partner
B0077,B0633,0.5,partner
B0077,B0635,0.7,"partner,region"
B0077,B0637,0.5,partner
B0077,B0645,0.7,"partner,region"
B0077,B0646,0.7,"partner,region"
B0077,B0651,0.5,partner
B0077,B0691,0.7,"partner,region"
B0077,B0695,0.5,partner
B0077,B0703,0.5,partner
B0077,B0704,0.7,"partner,region"
B0077,B0713,0.5,partner
B0077,B0714,0.5,partner
B0077,B0717,0.5,partner
B0077,B0727,0.7,"partner,region"
B0077,B0732,0.5,partner
B0077,B0733,0.5,partner
B0077,B0734,0.5,partner
B0077,B0749,0.5,partner
B0077,B0754,0.5,partner
B0077,B0762,0.5,partner
B0077,B0778,0.5,partner
B0077,B0779,0.7,"partner,region"
B0077,B0784,0.7,"partner,region"
B0077,B0787,0.7,"partner,region"
B0077,B0790,0.5,partner
B0077,B0798,0.5,partner
B0077,B0802,0.5,partner
B0077,B0805,0.7,"partner,region"
B0077,B0810,0.5,partner
B0077,B0825,0.7,"partner,region"
B0077,B0827,0.5,partner
B0077,B0831,0.5,partner
B0077,B0837,0.7,"partner,region"
B0077,B0844,0.7,"partner,region"
B0077,B0855,0.5,partner
B0077,B0858,0.5,partner
B0077,B0863,0.5,partner
B0077,B0869,0.5,partner
B0077,B0875,0.5,partner
B0077,B0905,0.5,partner
B0077,B0915,0.7,"partner,region"
B0077,B0916,0.5,partner
B0077,B0927,0.7,"partner,region"
B0077,B0931,0.5,partner
B0077,B0935,0.7,"partner,region"
B0077,B0936,0.5,partner
B0077,B0946,0.5,partner
B0077,B0966,0.5,partner
B0077,B0969,0.5,partner
B0077,B0975,0.5,partner
B0077,B0976,0.5,partner
B0077,B0977,0.5,partner
B0077,B0978,0.5,partner
B0077,B0982,0.5,partner
B0077,B0983,0.7,"partner,region"
B0077,B0985,0.5,partner
B0077,B0987,0.5,partner
B0077,B0988,0.5,partner
B0077,B0993,0.5,partner
B0077,B0996,0.7,"partner,region"
B0077,B1002,0.5,partner
B0077,B1005,0.5,partner
B0077,B1007,0.5,partner
B0077,B1010,0.5,partner
B0077,B1017,0.5,partner
B0077,B1019,0.5,partner
B0077,B1025,0.7,"partner,region"
B0077,B1036,0.5,partner
B0077,B1037,0.7,"partner,region"
B0077,B1038,0.5,partner
B0077,B1039,0.5,partner
B0077,B1041,0.5,partner
B0077,B1044,0.5,partner
B0077,B1046,0.5,partner
B0077,B1049,0.5,partner
B0077,B1050,0.7,"partner,region"
B0077,B1058,0.5,partner
B0077,B1062,0.5,partner
B0077,B1069,0.5,partner
B0077,B1090,0.7,"partner,region"
B0077,B1104,0.5,partner
B0077,B1109,0.5,partner
B0077,B1137,0.7,"partner,region"
B0077,B1144,0.5,partner
B0077,B1147,0.7,"partner,region"
B0077,B1152,0.5,partner
B0077,B1154,0.5,partner
B0077,B1156,0.7,"partner,region"
B0077,B1168,0.5,partner
B0077,B1169,0.5,partner
B0077,B1173,0.5,partner
B0077,B1176,0.7,"partner,region"
B0077,B1180,0.5,partner
B0077,B1182,0.5,partner
B0077,B1186,0.5,partner
B0077,B1187,0.5,partner
B0077,B1190,0.5,partner
B0077,B1198,0.5,partner
B0077,B1208,0.5,partner
B0077,B1209,0.5,partner
B0077,B1211,0.5,partner
B0077,B1232,0.5,partner
B0077,B1234,0.5,partner
B0077,B1244,0.5,partner
B0077,B1245,0.5,partner
B0077,B1250,0.7,"partner,region"
B0077,B1253,0.7,"partner,region"
B0077,B1256,0.7,"partner,region"
B0077,B1266,0.7,"partner,region"
B0077,B1286,0.5,partner
B0077,B1288,0.7,"partner,region"
B0077,B1294,0.5,partner
B0077,B1299,0.5,partner
B0077,B1301,0.5,partner
B0077,B1317,0.5,partner
B0077,B1319,0.7,"partner,region"
B0077,B1321,0.5,partner
B0077,B1322,0.5,partner
B0077,B1325,0.5,partner
B0077,B1328,0.5,partner
B0077,B1330,0.5,partner
B0077,B1333,0.5,partner
B0077,B1340,0.5,partner
B0077,B1342,0.5,partner
B0077,B1351,0.5,partner
B0077,B1354,0.5,partner
B0077,B1369,0.5,partner
B0077,B1377,0.5,partner
B0077,B1380,0.7,"partner,region"
B0077,B1393,0.5,partner
B0077,B1406,0.7,"partner,region"
B0077,B1410,0.5,partner
B0077,B1415,0.5,partner
B0077,B1416,0.5,partner
B0077,B1417,0.5,partner
B0077,B1424,0.5,partner
B0077,B1426,0.5,partner
B0077,B1438,0.5,partner
B0077,B1455,0.5,partner
B0077,B1458,0.5,partner
B0077,B1476,0.5,partner
B0077,B1478,0.5,partner
B0077,B1482,0.5,partner
B0077,B1483,0.5,partner
B0077,B1486,0.7,"partner,region"
B0077,B1491,0.7,"partner,region"
B0077,B1500,0.5,partner
B0077,B1506,0.7,"partner,region"
B0077,B1515,0.5,partner
B0077,B1524,0.5,partner
B0077,B1527,0.7,"partner,region"
B0077,B1542,0.5,partner
B0077,B1545,0.5,partner
B0077,B1547,0.5,partner
B0077,B1553,0.5,partner
B0077,B1554,0.5,partner
B0077,B1556,0.5,partner
B0077,B1561,0.7,"partner,region"
B0077,B1566,0.7,"partner,region"
B0077,B1570,0.5,partner
B0077,B1571,0.5,partner
B0077,B1575,0.5,partner
B0077,B1579,0.5,partner
B0077,B1590,0.7,"partner,region"
B0077,B1591,0.5,partner
B0077,B1592,0.5,partner
B0077,B1596,0.5,partner
B0077,B1597,0.5,partner
B0077,B1603,0.7,"partner,region"
B0077,B1604,0.5,partner
B0077,B1605,0.7,"partner,region"
B0077,B1607,0.7,"partner,region"
B0077,B1610,0.5,partner
B0077,B1612,0.5,partner
B0077,B1629,0.5,partner
B0077,B1632,0.5,partner
B0077,B1647,0.7,"partner,region"
B0077,B1654,0.5,partner
B0077,B1657,0.5,partner
B0077,B1664,0.5,partner
B0077,B1671,0.7,"partner,region"
B0077,B1677,0.5,partner
B0077,B1679,0.5,partner
B0077,B1680,0.5,partner
B0077,B1682,0.5,partner
B0077,B1689,0.7,"partner,region"
B0077,B1696,0.5,partner
B0077,B1698,0.5,partner
B0077,B1705,0.5,partner
B0077,B1707,0.5,partner
B0077,B1719,0.7,"partner,region"
B0077,B1720,0.7,"partner,region"
B0077,B1723,0.5,partner
B0077,B1727,0.5,partner
B0077,B1731,0.7,"partner,region"
B0077,B1750,0.7,"partner,region"
B0077,B1751,0.5,partner
B0077,B1752,0.7,"partner,region"
B0077,B1755,0.5,partner
B0077,B1757,0.5,partner
B0077,B1770,0.5,partner
B0077,B1773,0.7,"partner,region"
B0077,B1776,0.5,partner
B0077,B1778,0.5,partner
B0077,B1782,0.5,partner
B0077,B1783,0.5,partner
B0077,B1787,0.5,partner
B0077,B1805,0.5,partner
B0077,B1806,0.5,partner
B0077,B1812,0.5,partner
B0077,B1816,0.7,"partner,region"
B0077,B1822,0.5,partner
B0077,B1835,0.5,partner
B0077,B1840,0.5,partner
B0077,B1843,0.7,"partner,region"
B0077,B1859,0.5,partner
B0077,B1876,0.5,partner
B0077,B1884,0.5,partner
B0077,B1894,0.5,partner
B0077,B1896,0.7,"partner,region"
B0077,B1897,0.7,"partner,region"
B0077,B1907,0.5,partner
B0077,B1911,0.5,partner
B0077,B1918,0.5,partner
B0077,B1925,0.5,partner
B0077,B1927,0.7,"partner,region"
B0077,B1929,0.7,"partner,region"
B0077,B1935,0.5,partner
B0077,B1937,0.5,partner
B0077,B1942,0.7,"partner,region"
B0077,B1945,0.5,partner
B0077,B1949,0.5,partner
B0077,B1953,0.5,partner
B0077,B1958,0.7,"partner,region"
B0077,B1965,0.7,"partner,region"
B0077,B1973,0.5,partner
B0077,B1984,0.5,partner
B0077,B1987,0.5,partner
B0077,B1993,0.7,"partner,region"
B0077,B1994,0.7,"partner,region"
B0077,B1999,0.5,partner
B0077,B0099,0.2,region
B0077,B0161,0.2,region
B0077,B0251,0.2,region
B0077,B0278,0.2,region
B0077,B0348,0.2,region
B0077,B0416,0.2,region
B0077,B0432,0.2,region
B0077,B0493,0.2,region
B0077,B0511,0.2,region
B0077,B0521,0.2,region
B0077,B0526,0.2,region
B0077,B0594,0.2,region
B0077,B0616,0.2,region
B0077,B0627,0.2,region
B0077,B0693,0.2,region
B0077,B0715,0.2,region
B0077,B0812,0.2,region
B0077,B0877,0.2,region
B0077,B1011,0.2,region
B0077,B1033,0.2,region
B0077,B1101,0.2,region
B0077,B1184,0.2,region
B0077,B1344,0.2,region
B0077,B1505,0.2,region
B0077,B1568,0.2,region
B0077,B1641,0.2,region
B0077,B1836,0.2,region
B0077,B1841,0.2,region
B0077,B1850,0.2,region
B0077,B1922,0.2,region
B0077,B1959,0.2,region
B0078,B1265,1.0,group
B0078,B1897,1.0,group
B0078,B1911,1.0,group
B0078,B0151,0.5,partner
B0078,B0272,0.5,partner
B0078,B0351,0.7,"partner,region"
B0078,B0554,0.7,"partner,region"
B0078,B0575,0.7,"partner,region"
B0078,B0601,0.7,"partner,region"
B0078,B1009,0.5,partner
B0078,B1217,0.5,partner
B0078,B1349,0.7,"partner,region"
B0078,B1383,0.5,partner
B0078,B1436,0.7,"partner,region"
B0078,B1621,0.7,"partner,region"
B0078,B1633,0.7,"partner,region"
B0078,B1670,0.5,partner
B0078,B1726,0.7,"partner,region"
B0078,B1839,0.7,"partner,region"
B0078,B1964,0.7,"partner,region"
B0078,B0259,0.2,region
B0078,B0776,0.2,region
B0078,B1034,0.2,region
B0078,B1148,0.2,region
B0078,B1229,0.2,region
B0078,B1235,0.2,region
B0078,B1790,0.2,region
B0079,B0671,1.0,group
B0079,B0814,1.0,group
B0079,B0885,1.0,group
B0079,B1172,1.0,group
B0079,B1285,1.0,group
B0079,B0103,0.7,"partner,region"
B0079,B0199,0.5,partner
B0079,B0409,0.7,"partner,region"
B0079,B0627,0.5,partner
B0079,B0731,0.7,"partner,region"
B0079,B0736,0.7,"partner,region"
B0079,B0782,0.5,partner
B0079,B1033,0.5,partner
B0079,B1051,0.7,"partner,region"
B0079,B1113,0.7,"partner,region"
B0079,B1265,0.7,"partner,region"
B0079,B1344,0.5,partner
B0079,B1649,0.5,partner
B0079,B1650,0.7,"partner,region"
B0079,B1688,0.7,"partner,region"
B0079,B1718,0.5,partner
B0079,B1725,0.5,partner
B0079,B1766,0.7,"partner,region"
B0079,B1852,0.7,"partner,region"
B0079,B1881,0.7,"partner,region"
B0079,B1916,0.7,"partner,region"
B0079,B0108,0.2,region
B0079,B0131,0.2,region
B0079,B0136,0.2,region
B0079,B0145,0.2,region
B0079,B0155,0.2,region
B0079,B0156,0.2,region
B0079,B0157,0.2,region
B0079,B0158,0.2,region
B0079,B0171,0.2,region
B0079,B0178,0.2,region
B0079,B0195,0.2,region
B0079,B0206,0.2,region
B0079,B0212,0.2,region
B0079,B0239,0.2,region
B0079,B0243,0.2,region
B0079,B0244,0.2,region
B0079,B0246,0.2,region
B0079,B0252,0.2,region
B0079,B0256,0.2,region
B0079,B0275,0.2,region
B0079,B0286,0.2,region
B0079,B0295,0.2,region
B0079,B0299,0.2,region
B0079,B0312,0.2,region
B0079,B0331,0.2,region
B0079,B0383,0.2,region
B0079,B0413,0.2,region
B0079,B0437,0.2,region
B0079,B0448,0.2,region
B0079,B0483,0.2,region
B0079,B0486,0.2,region
B0079,B0489,0.2,region
B0079,B0490,0.2,region
B0079,B0501,0.2,region
B0079,B0536,0.2,region
B0079,B0565,0.2,region
B0079,B0573,0.2,region
B0079,B0612,0.2,region
B0079,B0633,0.2,region
B0079,B0637,0.2,region
B0079,B0651,0.2,region
B0079,B0703,0.2,region
B0079,B0709,0.2,region
B0079,B0718,0.2,region
B0079,B0734,0.2,region
B0079,B0749,0.2,region
B0079,B0762,0.2,region
B0079,B0766,0.2,region
B0079,B0802,0.2,region
B0079,B0807,0.2,region
B0079,B0810,0.2,region
B0079,B0827,0.2,region
B0079,B0897,0.2,region
B0079,B0898,0.2,region
B0079,B0931,0.2,region
B0079,B0963,0.2,region
B0079,B0966,0.2,region
B0079,B0977,0.2,region
B0079,B0978,0.2,region
B0079,B0987,0.2,region
B0079,B0988,0.2,region
B0079,B1007,0.2,region
B0079,B1010,0.2,region
B0079,B1015,0.2,region
B0079,B1038,0.2,region
B0079,B1041,0.2,region
B0079,B1049,0.2,region
B0079,B1058,0.2,region
B0079,B1144,0.2,region
B0079,B1152,0.2,region
B0079,B1154,0.2,region
B0079,B1168,0.2,region
B0079,B1169,0.2,region
B0079,B1175,0.2,region
B0079,B1198,0.2,region
B0079,B1218,0.2,region
B0079,B1252,0.2,region
B0079,B1294,0.2,region
B0079,B1299,0.2,region
B0079,B1308,0.2,region
B0079,B1317,0.2,region
B0079,B1321,0.2,region
B0079,B1338,0.2,region
B0079,B1351,0.2,region
B0079,B1354,0.2,region
B0079,B1369,0.2,region
B0079,B1377,0.2,region
B0079,B1398,0.2,region
B0079,B1409,0.2,region
B0079,B1431,0.2,region
B0079,B1455,0.2,region
B0079,B1478,0.2,region
B0079,B1483,0.2,region
B0079,B1500,0.2,region
B0079,B1504,0.2,region
B0079,B1515,0.2,region
B0079,B1543,0.2,region
B0079,B1545,0.2,region
B0079,B1549,0.2,region
B0079,B1553,0.2,region
B0079,B1570,0.2,region
B0079,B1592,0.2,region
B0079,B1597,0.2,region
B0079,B1610,0.2,region
B0079,B1612,0.2,region
B0079,B1657,0.2,region
B0079,B1664,0.2,region
B0079,B1677,0.2,region
B0079,B1697,0.2,region
B0079,B1698,0.2,region
B0079,B1701,0.2,region
B0079,B1707,0.2,region
B0079,B1727,0.2,region
B0079,B1749,0.2,region
B0079,B1755,0.2,region
B0079,B1776,0.2,region
B0079,B1783,0.2,region
B0079,B1785,0.2,region
B0079,B1806,0.2,region
B0079,B1812,0.2,region
B0079,B1830,0.2,region
B0079,B1835,0.2,region
B0079,B1876,0.2,region
B0079,B1884,0.2,region
B0079,B1930,0.2,region
B0079,B1934,0.2,region
B0079,B1949,0.2,region
B0079,B1954,0.2,region
B0079,B1975,0.2,region
B0079,B1980,0.2,region
B0079,B1987,0.2,region
B0079,B1999,0.2,region
B0080,B0132,1.0,group
B0080,B0137,1.0,group
B0080,B0183,1.0,group
B0080,B0796,1.0,group
B0080,B0899,1.0,group
B0080,B1986,1.0,group
B0080,B0181,0.5,partner
B0080,B0371,0.7,"partner,region"
B0080,B0408,0.5,partner
B0080,B0412,0.7,"partner,region"
B0080,B0587,0.7,"partner,region"
B0080,B1055,0.5,partner
B0080,B1200,0.7,"partner,region"
