borrower_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,predicted_stress_prob,source_timestep
B0532,0.0,0.0,0.0,0.0,0.0,1.2897376,0.0,1.2857314,1.3782985,0.0,0.0,1.2438048,0.6188259,0.0,0.0,0.0,1.5857126,1.606699,0.3575051,0.2497819,0.0,0.75230324,0.0,0.94688463,0.0,0.55705655,1.4962237,0.0,0.92698556,0.10109207,1.4561231,0.0,0.040302157,11
B0533,0.0,0.0,0.0,0.0,0.0,1.2470715,0.0,1.3953197,1.2802222,0.0,0.0,1.073856,0.5173601,0.0,0.0,0.0,1.0946933,1.5555723,0.38466513,0.2718921,0.0,0.68049264,0.0,0.79160297,0.0,0.31582063,1.3247815,0.0,0.84845316,0.09322969,1.2010614,0.0,0.05538552,11
B0534,0.0,0.0,0.0,0.0,0.0,1.1863389,0.0,1.3797354,1.2397392,0.0,0.0,1.1199294,0.56176376,0.0,0.0,0.0,1.4065983,1.4468762,0.4312819,0.25206453,0.0,0.68728787,0.0,1.0046148,0.0,0.4525504,1.3265778,0.0,0.8862717,0.13387984,1.2608452,0.0,0.048924938,11
B0535,0.0,0.0,0.0,0.0,0.0,0.95800376,0.0,1.2044564,1.1654495,0.0,0.0,0.75240797,0.46499974,0.0,0.0,0.0,0.83318424,1.4551976,0.3404488,0.2038976,0.0,0.69265413,0.0,0.5736753,0.0,0.13418515,1.1653507,0.0,0.56598526,0.15908179,1.0739017,0.0,0.08414054,11
B0536,0.0,0.0,0.0,0.0,0.0,0.9908126,0.0,1.2409594,1.2407205,0.0,0.0,0.8731841,0.5474714,0.0,0.0,0.0,1.1022509,1.4400738,0.36441714,0.20085189,0.0,0.7290639,0.0,0.7204921,0.0,0.33616772,1.2405268,0.0,0.7019453,0.17651005,1.2056149,0.0,0.067189366,11
B0537,0.0,0.0,0.0,0.0,0.0,1.0627589,0.0,1.2765001,1.3048286,0.0,0.0,1.0076535,0.61045307,0.0,0.0,0.0,1.3554006,1.4789624,0.39374506,0.21336721,0.0,0.7758543,0.0,0.85421383,0.0,0.46215224,1.3464631,0.0,0.81545705,0.16894859,1.3189435,0.0,0.053171434,11
B0538,0.0,0.0,0.0,0.0,0.0,1.0187844,0.0,1.1741097,1.20174,0.0,0.0,0.84496117,0.47826558,0.0,0.0,0.0,0.9355219,1.3734622,0.30760938,0.20202602,0.0,0.6273684,0.0,0.59908235,0.0,0.250206,1.1502483,0.0,0.58949846,0.13468544,1.0526528,0.0,0.08100166,11
B0539,0.0,0.0,0.0,0.0,0.0,1.6230433,0.0,1.5496699,1.5179851,0.0,0.0,1.3043835,0.51279616,0.0,0.0,0.0,1.458972,1.8090576,0.4153316,0.33350927,0.0,0.7267618,0.0,1.0360694,0.0,0.4069134,1.5580444,0.0,1.059814,0.0,1.5269105,0.0,0.03244365,11
B0540,0.0,0.0,0.0,0.0,0.0,0.8822793,0.0,1.1127862,1.1883879,0.0,0.0,0.6613508,0.43764916,0.0,0.0,0.0,0.8278756,1.3616441,0.31037974,0.18422475,0.0,0.6387133,0.0,0.49184707,0.0,0.10029633,1.081794,0.0,0.47432894,0.13613644,0.9739687,0.0,0.09693663,11
B0541,0.0,0.0,0.0,0.0,0.0,1.5900747,0.0,1.359236,1.4308236,0.0,0.0,1.1050352,0.32776794,0.0,0.0,0.0,0.99340034,1.4876556,0.30642793,0.280526,0.0,0.45480818,0.0,0.6849575,0.0,0.36396873,1.3531346,0.0,0.77903104,0.0,1.2595463,0.0,0.056138612,11
B0542,0.0,0.0,0.0,0.0,0.0,1.1165991,0.0,1.4074695,1.3089491,0.0,0.0,1.3641479,0.7954463,0.0,0.0,0.0,1.8463132,1.4618167,0.5146572,0.22393292,0.0,0.87039375,0.0,1.2243726,0.0,0.7902409,1.6895684,0.0,1.0839881,0.26711527,1.5218167,0.0,0.031819493,11
B0543,0.0,0.0,0.0,0.0,0.0,1.0422168,0.0,1.2384627,1.258516,0.0,0.0,0.97049797,0.5524974,0.0,0.0,0.0,1.2309371,1.4013608,0.36412206,0.21409345,0.0,0.6894295,0.0,0.79475814,0.0,0.3940563,1.2435064,0.0,0.7365101,0.14362437,1.1810007,0.0,0.06255656,11
B0544,0.0,0.0,0.0,0.0,0.0,1.0764472,0.0,1.229036,1.2538648,0.0,0.0,1.1010011,0.5712597,0.0,0.0,0.0,1.4247308,1.3191156,0.4837496,0.23187591,0.0,0.62949955,0.0,0.98528314,0.0,0.54838264,1.2651865,0.0,0.9458231,0.1609815,1.1874672,0.0,0.05362766,11
B0545,0.0,0.0,0.0,0.0,0.0,1.0723482,0.0,1.3588132,1.3476793,0.0,0.0,1.3595288,0.7988923,0.0,0.0,0.0,1.9171008,1.419542,0.5323633,0.20483512,0.0,0.8614143,0.0,1.230122,0.0,0.82101953,1.6863722,0.0,1.0429765,0.278339,1.5433753,0.0,0.031977773,11
B0546,0.0,0.0,0.0,0.0,0.0,1.2423079,0.0,1.3888515,1.2055544,0.0,0.0,1.1314068,0.51106167,0.0,0.0,0.0,1.3280973,1.4580232,0.43811515,0.2795415,0.0,0.6370144,0.0,1.0195686,0.0,0.41850197,1.3121401,0.0,0.9146056,0.09987775,1.2191255,0.0,0.049972445,11
B0547,0.0,0.0,0.0,0.0,0.0,1.085963,0.0,1.3710821,1.3038462,0.0,0.0,1.3469572,0.79176456,0.0,0.0,0.0,1.8514619,1.4164047,0.51019883,0.21291956,0.0,0.8534484,0.0,1.2104042,0.0,0.7976632,1.6698861,0.0,1.0532982,0.27086166,1.506953,0.0,0.033230316,11
B0548,0.0,0.0,0.0,0.0,0.0,1.3815889,0.0,1.3474104,1.4384735,0.0,0.0,1.2582136,0.6008794,0.0,0.0,0.0,1.6015283,1.6142886,0.3561107,0.26780626,0.0,0.74581397,0.0,0.9456372,0.0,0.53460693,1.5669515,0.0,0.9577752,0.07823393,1.5181677,0.0,0.03743057,11
B0549,0.0,0.0,0.0,0.0,0.0,1.1814923,0.0,1.1051996,1.3702137,0.0,0.0,0.9889689,0.32962075,0.0,0.0,0.0,0.62935865,1.376563,0.4484337,0.25209796,0.0,0.3619467,0.0,0.5013513,0.0,0.46670708,1.2874846,0.0,0.60464615,0.12082915,1.0514365,0.0,0.08162678,11
B0550,0.0,0.0,0.0,0.0,0.0,1.1032451,0.0,1.3996457,1.337352,0.0,0.0,1.3689852,0.80060995,0.0,0.0,0.0,1.8622022,1.4309251,0.5014217,0.21348476,0.0,0.8605037,0.0,1.2034104,0.0,0.831421,1.6892496,0.0,1.0744689,0.27178848,1.5271733,0.0,0.031994443,11
B0551,0.0,0.0,0.0,0.0,0.0,1.2754822,0.0,1.3214417,1.4142668,0.0,0.0,1.2248605,0.62618333,0.0,0.0,0.0,1.6034212,1.5381391,0.3761456,0.24304286,0.0,0.7449502,0.0,0.9478597,0.0,0.57664806,1.4987947,0.0,0.920213,0.11551766,1.4742364,0.0,0.0401807,11
B0552,0.0,0.0,0.0,0.0,0.0,1.0689695,0.0,1.3731009,1.2678878,0.0,0.0,1.3279967,0.7687663,0.0,0.0,0.0,1.8310348,1.4043732,0.5260904,0.21529238,0.0,0.8489645,0.0,1.2267206,0.0,0.7478112,1.663449,0.0,1.0066192,0.27477914,1.4917545,0.0,0.0343307,11
B0553,0.0,0.0,0.0,0.0,0.0,0.81404585,0.0,1.0072516,1.304158,0.0,0.0,0.6249975,0.35989594,0.0,0.0,0.0,0.6953975,1.3174824,0.35625654,0.20360033,0.0,0.4647765,0.0,0.4134351,0.0,0.29007068,1.0865436,0.0,0.5271423,0.12373942,0.84890103,0.0,0.10645372,11
B0554,0.0,0.0,0.0,0.0,0.0,1.2158501,0.0,1.3068576,1.263532,0.0,0.0,1.1536222,0.5936152,0.0,0.0,0.0,1.4879698,1.4270432,0.40012765,0.23609996,0.0,0.71970177,0.0,0.974024,0.0,0.52555287,1.4225569,0.0,0.855728,0.1324727,1.36634,0.0,0.046635844,11
B0555,0.0,0.0,0.0,0.0,0.0,1.372971,0.0,1.2974343,1.350677,0.0,0.0,1.2492459,0.51408166,0.0,0.0,0.0,1.3825779,1.7259607,0.40527242,0.2724352,0.0,0.62486285,0.0,1.0255766,0.0,0.5367087,1.2700084,0.0,1.0390593,0.05977586,1.2977282,0.0,0.042928,11
B0556,0.0,0.0,0.0,0.0,0.0,1.2358985,0.0,1.54797,1.3535554,0.0,0.0,1.465781,0.815608,0.0,0.0,0.0,1.8605359,1.6562271,0.5509099,0.26333416,0.0,0.9382722,0.0,1.3103315,0.0,0.77086425,1.7933705,0.0,1.1629088,0.26779857,1.5813193,0.0,0.02598678,11
B0557,0.0,0.0,0.0,0.0,0.0,1.1706574,0.0,1.5525446,1.2162049,0.0,0.0,1.404135,0.75212324,0.0,0.0,0.0,1.7522447,1.6424274,0.5638008,0.26317418,0.0,0.8928987,0.0,1.3514216,0.0,0.587829,1.6584518,0.0,1.0394213,0.26469567,1.4902275,0.0,0.030269725,11
B0558,0.0,0.0,0.0,0.0,0.0,0.82014513,0.0,1.1233555,1.187937,0.0,0.0,0.6737875,0.4657931,0.0,0.0,0.0,0.89040697,1.299366,0.35390097,0.18642554,0.0,0.61518663,0.0,0.53742266,0.0,0.22948973,1.1099232,0.0,0.5186965,0.16384996,0.98927027,0.0,0.09375577,11
B0559,0.0,0.0,0.0,0.0,0.0,0.9750402,0.0,1.1612127,1.2429075,0.0,0.0,0.726957,0.4697557,0.0,0.0,0.0,0.87862563,1.456392,0.29060766,0.1864762,0.0,0.6882411,0.0,0.50195074,0.0,0.15844299,1.1924212,0.0,0.56952614,0.13429092,1.1309447,0.0,0.083458535,11
B0560,0.0,0.0,0.0,0.0,0.0,1.3492688,0.0,1.3738456,1.373031,0.0,0.0,1.1906395,0.5491103,0.0,0.0,0.0,1.38708,1.48772,0.34525993,0.26127094,0.0,0.6364,0.0,0.8935956,0.0,0.5316452,1.3657224,0.0,0.9125111,0.074140504,1.3267014,0.0,0.046144087,11
B0561,0.0,0.0,0.0,0.0,0.0,0.9854323,0.0,1.1401753,1.2127568,0.0,0.0,0.82222944,0.5034278,0.0,0.0,0.0,0.9816387,1.494156,0.3132481,0.19456592,0.0,0.7020464,0.0,0.62005115,0.0,0.24354035,1.1850289,0.0,0.6275292,0.14339636,1.1281705,0.0,0.07643265,11
B0562,0.0,0.0,0.0,0.0,0.0,1.2632973,0.0,1.2603499,1.3256832,0.0,0.0,1.2198778,0.5982872,0.0,0.0,0.0,1.5141008,1.5477715,0.38367486,0.244816,0.0,0.7122816,0.0,0.9558847,0.0,0.5725769,1.4356096,0.0,0.92368716,0.114914514,1.3947644,0.0,0.043521024,11
B0563,0.0,0.0,0.0,0.0,0.0,1.093369,0.0,1.3829027,1.2861762,0.0,0.0,1.3435912,0.7799447,0.0,0.0,0.0,1.8156703,1.4247334,0.50835586,0.22305359,0.0,0.8584303,0.0,1.2143029,0.0,0.7842989,1.6844213,0.0,1.0594559,0.26909658,1.4810295,0.0,0.033484254,11
B0564,0.0,0.0,0.0,0.0,0.0,1.0926001,0.0,1.379235,1.2046909,0.0,0.0,1.3168316,0.7360018,0.0,0.0,0.0,1.7175256,1.3897892,0.49461162,0.22732091,0.0,0.8307016,0.0,1.1916628,0.0,0.7021379,1.6483523,0.0,0.98206294,0.26083,1.3999529,0.0,0.037148762,11
B0565,0.0,0.0,0.0,0.0,0.0,1.0876849,0.0,1.2649499,1.330962,0.0,0.0,1.0203897,0.61207885,0.0,0.0,0.0,1.3895435,1.4824688,0.36541986,0.21111192,0.0,0.78111416,0.0,0.83070725,0.0,0.45868307,1.3950312,0.0,0.78477776,0.15936698,1.3537805,0.0,0.05208574,11
B0566,0.0,0.0,0.0,0.0,0.0,1.0599935,0.0,1.3666811,1.2686496,0.0,0.0,1.3152035,0.7676595,0.0,0.0,0.0,1.8074207,1.3743029,0.5074046,0.21455774,0.0,0.84284335,0.0,1.2009237,0.0,0.76711226,1.6632097,0.0,1.0291052,0.26800913,1.471992,0.0,0.03518964,11
B0567,0.0,0.0,0.0,0.0,0.0,1.0335976,0.0,1.3534667,1.1939108,0.0,0.0,1.2983072,0.7695079,0.0,0.0,0.0,1.727406,1.3490762,0.47090057,0.19467235,0.0,0.7966083,0.0,1.1577697,0.0,0.7344912,1.5682511,0.0,0.89762104,0.28765124,1.4690104,0.0,0.039179657,11
B0568,0.0,0.0,0.0,0.0,0.0,1.0993412,0.0,1.3753316,1.2167821,0.0,0.0,0.9204619,0.43867603,0.0,0.0,0.0,0.9890734,1.6013242,0.4057184,0.27258128,0.0,0.6834895,0.0,0.78069013,0.0,0.12365926,1.2030851,0.0,0.6905235,0.08909484,1.0669775,0.0,0.06610242,11
B0569,0.0,0.0,0.0,0.0,0.0,1.0960279,0.0,1.3933938,1.2372999,0.0,0.0,1.3387511,0.76669544,0.0,0.0,0.0,1.7598772,1.4076506,0.501058,0.2237657,0.0,0.84610945,0.0,1.2053931,0.0,0.74529254,1.6651627,0.0,1.0085208,0.27231598,1.4580137,0.0,0.03510598,11
B0570,0.0,0.0,0.0,0.0,0.0,0.927107,0.0,1.2425449,1.2791636,0.0,0.0,0.78954023,0.51217544,0.0,0.0,0.0,0.9666383,1.4588642,0.31391382,0.1994277,0.0,0.67860544,0.0,0.5943974,0.0,0.23962902,1.1616874,0.0,0.6079,0.15353408,1.0949366,0.0,0.07749298,11
B0571,0.0,0.0,0.0,0.0,0.0,0.928563,0.0,0.25217456,1.1711471,0.0,0.0,0.711256,0.16255593,0.0,0.0,0.0,0.53333193,1.5565476,0.068377614,0.21454412,0.0,0.34159452,0.0,0.3153463,0.0,0.0,0.79457474,0.0,0.32683727,0.0,0.9724712,0.0,0.14186494,11
B0572,0.0,0.0,0.0,0.0,0.0,1.1040409,0.0,1.4025168,1.3295128,0.0,0.0,1.3651149,0.79766554,0.0,0.0,0.0,1.8520367,1.4257584,0.5005463,0.21444134,0.0,0.85901237,0.0,1.2005736,0.0,0.82449955,1.6863272,0.0,1.0700122,0.27143127,1.521636,0.0,0.03227574,11
B0573,0.0,0.0,0.0,0.0,0.0,1.2244184,0.0,1.2798038,1.4013376,0.0,0.0,1.2198305,0.64598686,0.0,0.0,0.0,1.6425697,1.5003734,0.39048678,0.23176113,0.0,0.76545095,0.0,0.9557739,0.0,0.6221653,1.5320637,0.0,0.9309498,0.14248347,1.4939494,0.0,0.04014349,11
B0574,0.0,0.0,0.0,0.0,0.0,1.1375265,0.0,1.2151246,1.2655051,0.0,0.0,1.0376048,0.5654085,0.0,0.0,0.0,1.324872,1.4945536,0.36108023,0.2254857,0.0,0.7402426,0.0,0.83523065,0.0,0.4183562,1.3591111,0.0,0.7732332,0.12744416,1.2885225,0.0,0.054901376,11
B0575,0.0,0.0,0.0,0.0,0.0,1.0694196,0.0,1.3814752,1.1969638,0.0,0.0,1.3144667,0.75175995,0.0,0.0,0.0,1.736191,1.3801446,0.48786473,0.217906,0.0,0.8200499,0.0,1.1898435,0.0,0.70150644,1.6218503,0.0,0.97276354,0.26537699,1.4281249,0.0,0.037372936,11
B0576,0.0,0.0,0.0,0.0,0.0,1.0049949,0.0,1.2358469,1.2790214,0.0,0.0,0.8599881,0.54427373,0.0,0.0,0.0,1.0944997,1.4539235,0.31503057,0.19418186,0.0,0.7243476,0.0,0.665832,0.0,0.30831075,1.2422211,0.0,0.6620126,0.15248781,1.1992307,0.0,0.06854181,11
B0577,0.0,0.0,0.0,0.0,0.0,0.9125441,0.0,1.2085643,1.3303158,0.0,0.0,0.55657625,0.39675885,0.0,0.0,0.0,0.6308401,1.437387,0.26179624,0.17292249,0.0,0.6408116,0.0,0.30275336,0.0,0.044271737,1.2329934,0.0,0.4694996,0.14426816,1.09323,0.0,0.0977323,11
B0578,0.0,0.0,0.0,0.0,0.0,0.97842467,0.0,1.3240728,1.211407,0.0,0.0,1.2562028,0.75958115,0.0,0.0,0.0,1.8075707,1.2982757,0.5086231,0.19385383,0.0,0.8074093,0.0,1.1994064,0.0,0.7240273,1.5960257,0.0,0.9464992,0.2817104,1.4434129,0.0,0.038940463,11
B0579,0.0,0.0,0.0,0.0,0.0,1.2178911,0.0,1.4346142,1.2246141,0.0,0.0,1.074998,0.45586723,0.0,0.0,0.0,1.0739399,1.5538875,0.45339763,0.30117112,0.0,0.6219504,0.0,0.88927275,0.0,0.26286653,1.2355834,0.0,0.7974217,0.092768714,1.1039817,0.0,0.05750984,11
B0580,0.0,0.0,0.0,0.0,0.0,1.1040598,0.0,1.4037743,1.3274032,0.0,0.0,1.3644814,0.79722977,0.0,0.0,0.0,1.8494077,1.4264739,0.50071514,0.21496062,0.0,0.8591757,0.0,1.2018266,0.0,0.822945,1.6868197,0.0,1.070837,0.2716773,1.520184,0.0,0.032292437,11
B0581,0.0,0.0,0.0,0.0,0.0,1.1893632,0.0,1.2944062,1.3272395,0.0,0.0,1.1830351,0.6282532,0.0,0.0,0.0,1.583087,1.4929702,0.49843806,0.24733391,0.0,0.7620628,0.0,1.0698029,0.0,0.6219331,1.47563,0.0,1.0437691,0.16646196,1.4011095,0.0,0.040704124,11
B0582,0.0,0.0,0.0,0.0,0.0,0.905257,0.0,0.9554764,1.3556532,0.0,0.0,0.8438779,0.48667395,0.0,0.0,0.0,0.9279722,1.3588591,0.4204782,0.18561068,0.0,0.5698076,0.0,0.5451937,0.0,0.4821952,1.1710705,0.0,0.67878574,0.17034549,1.0801046,0.0,0.08243299,11
B0583,0.0,0.0,0.0,0.0,0.0,1.1057332,0.0,1.4080099,1.2861731,0.0,0.0,1.3559134,0.7849839,0.0,0.0,0.0,1.8060539,1.4310517,0.50335336,0.21885844,0.0,0.8573067,0.0,1.2083352,0.0,0.7864386,1.6819766,0.0,1.0397316,0.27590936,1.5034137,0.0,0.03320139,11
B0584,0.0,0.0,0.0,0.0,0.0,1.2746668,0.0,1.2932658,1.4053283,0.0,0.0,1.2258673,0.61731404,0.0,0.0,0.0,1.5888929,1.5229833,0.3902189,0.24273615,0.0,0.730821,0.0,0.95292115,0.0,0.59973115,1.4961493,0.0,0.93470705,0.120863155,1.4662716,0.0,0.04067735,11
B0585,0.0,0.0,0.0,0.0,0.0,1.2925057,0.0,1.2838831,1.3929937,0.0,0.0,1.2239058,0.6130067,0.0,0.0,0.0,1.6027972,1.5435061,0.3769618,0.24891165,0.0,0.7459857,0.0,0.9475744,0.0,0.5677366,1.5224099,0.0,0.9331747,0.1056394,1.4734608,0.0,0.04032269,11
B0586,0.0,0.0,0.0,0.0,0.0,1.2794781,0.0,1.2653794,1.4017019,0.0,0.0,1.2381375,0.621789,0.0,0.0,0.0,1.6195954,1.5879785,0.36984584,0.24394089,0.0,0.75044495,0.0,0.95261556,0.0,0.576614,1.5006571,0.0,0.9352695,0.103696086,1.4698589,0.0,0.03995457,11
B0587,0.0,0.0,0.0,0.0,0.0,1.1062155,0.0,1.2248235,1.2736503,0.0,0.0,1.0213256,0.5631951,0.0,0.0,0.0,1.3638678,1.4851336,0.41302156,0.22878395,0.0,0.73067313,0.0,0.8976722,0.0,0.41029572,1.338355,0.0,0.80415726,0.13058,1.2934123,0.0,0.053815644,11
B0588,0.0,0.0,0.0,0.0,0.0,1.0352713,0.0,1.1906976,1.144093,0.0,0.0,0.95764714,0.5409771,0.0,0.0,0.0,1.2248422,1.3526634,0.38787812,0.22128104,0.0,0.7112951,0.0,0.8387055,0.0,0.38931066,1.2791601,0.0,0.74671936,0.15571685,1.1659883,0.0,0.06419835,11
B0589,0.0,0.0,0.0,0.0,0.0,1.2846079,0.0,1.1839586,1.3933303,0.0,0.0,0.94478834,0.44693488,0.0,0.0,0.0,1.1333162,1.4378994,0.19695929,0.21498713,0.0,0.58507377,0.0,0.59660316,0.0,0.29247263,1.3033844,0.0,0.70397335,0.029559687,1.2355936,0.0,0.064968765,11
B0590,0.0,0.0,0.0,0.0,0.0,0.9767539,0.0,1.3371027,1.2808717,0.0,0.0,0.94524837,0.5618908,0.0,0.0,0.0,1.2051682,1.4273435,0.39708427,0.22252835,0.0,0.6277319,0.0,0.80326116,0.0,0.34946328,1.1876508,0.0,0.7270981,0.15678957,1.119447,0.0,0.06362495,11
B0591,0.0,0.0,0.0,0.0,0.0,1.1228473,0.0,1.4119353,1.3092711,0.0,0.0,1.3676919,0.7954678,0.0,0.0,0.0,1.8447301,1.463143,0.5146877,0.22532685,0.0,0.87130487,0.0,1.223598,0.0,0.79121095,1.6923563,0.0,1.0861785,0.2665975,1.5210586,0.0,0.031703487,11
B0592,0.0,0.0,0.0,0.0,0.0,1.1526461,0.0,1.2740557,1.297046,0.0,0.0,1.0657289,0.5418353,0.0,0.0,0.0,1.2262187,1.5569149,0.39681995,0.24740091,0.0,0.67773813,0.0,0.84365255,0.0,0.38348755,1.2803242,0.0,0.7621386,0.13018742,1.2052014,0.0,0.05597665,11
B0593,0.0,0.0,0.0,0.0,0.0,1.0420387,0.0,1.3094364,1.2727654,0.0,0.0,1.3151889,0.77870274,0.0,0.0,0.0,1.8509352,1.3337774,0.51176256,0.19890448,0.0,0.82871044,0.0,1.1899722,0.0,0.7825268,1.6374123,0.0,0.9923015,0.27399892,1.4542124,0.0,0.03622738,11
B0594,0.0,0.0,0.0,0.0,0.0,1.1027373,0.0,1.3934376,1.3269873,0.0,0.0,1.3668954,0.7947792,0.0,0.0,0.0,1.85171,1.4313465,0.49872935,0.21468425,0.0,0.8570749,0.0,1.1988952,0.0,0.8239981,1.6874152,0.0,1.0661721,0.2691881,1.5200763,0.0,0.032372583,11
B0595,0.0,0.0,0.0,0.0,0.0,1.2701246,0.0,1.3118345,1.3697371,0.0,0.0,1.1758556,0.6097727,0.0,0.0,0.0,1.6006902,1.5437523,0.415321,0.25620055,0.0,0.74482894,0.0,1.012535,0.0,0.53806174,1.4700482,0.0,1.0004287,0.103725694,1.4230382,0.0,0.04047566,11
B0596,0.0,0.0,0.0,0.0,0.0,0.983812,0.0,1.2081891,1.1635978,0.0,0.0,0.82108414,0.4898906,0.0,0.0,0.0,0.9246805,1.4456028,0.3576787,0.21001172,0.0,0.6927305,0.0,0.6496415,0.0,0.21342784,1.1712499,0.0,0.6300914,0.16082358,1.0821617,0.0,0.078009166,11
B0597,0.0,0.0,0.0,0.0,0.0,1.1414442,0.0,1.2969041,1.2605217,0.0,0.0,1.019717,0.5688938,0.0,0.0,0.0,1.3022485,1.5062481,0.37124956,0.23304388,0.0,0.7531297,0.0,0.8619639,0.0,0.3711064,1.334025,0.0,0.7812537,0.12817873,1.2715844,0.0,0.054320857,11
B0598,0.0,0.0,0.0,0.0,0.0,1.0817887,0.0,1.2654479,1.2330155,0.0,0.0,1.0075139,0.5842862,0.0,0.0,0.0,1.2763915,1.4698763,0.3820694,0.22228298,0.0,0.7649099,0.0,0.8420058,0.0,0.41037187,1.3436598,0.0,0.7523623,0.16439492,1.2638917,0.0,0.056551624,11
B0599,0.0,0.0,0.0,0.0,0.0,1.0208513,0.0,1.194469,1.2760167,0.0,0.0,0.88174635,0.54379183,0.0,0.0,0.0,1.1255882,1.5366464,0.30522522,0.19908503,0.0,0.7377449,0.0,0.68417466,0.0,0.28932068,1.2348242,0.0,0.66701114,0.13116577,1.1966149,0.0,0.06691299,11
B0600,0.0,0.0,0.0,0.0,0.0,1.2661359,0.0,1.2782443,1.412725,0.0,0.0,1.2251337,0.6226926,0.0,0.0,0.0,1.6148598,1.507464,0.36697823,0.23863673,0.0,0.74099565,0.0,0.9319975,0.0,0.5989574,1.525858,0.0,0.9215964,0.11817838,1.482225,0.0,0.040687054,11
B0601,0.0,0.0,0.0,0.0,0.0,1.0633746,0.0,1.3939794,1.2266442,0.0,0.0,1.3216965,0.771008,0.0,0.0,0.0,1.765055,1.3730689,0.49604863,0.21041945,0.0,0.83010656,0.0,1.199064,0.0,0.7366032,1.6359756,0.0,0.9797731,0.2797844,1.4677671,0.0,0.0361782,11
B0602,0.0,0.0,0.0,0.0,0.0,0.96509314,0.0,0.3725739,1.0925587,0.0,0.0,0.76463115,0.18204102,0.0,0.0,0.0,0.59935236,1.7548301,0.008956641,0.24178211,0.0,0.4696547,0.0,0.4721982,0.0,0.0,0.890986,0.0,0.31950343,0.0,0.9060907,0.0,0.12430747,11
B0603,0.0,0.0,0.0,0.0,0.0,1.0173975,0.0,0.34004575,1.0939672,0.0,0.0,0.7943772,0.17103007,0.0,0.0,0.0,0.6644405,1.7195504,0.0,0.24920359,0.0,0.42465037,0.0,0.42919838,0.0,0.0,0.96820074,0.0,0.37399873,0.0,0.9151164,0.0,0.12146563,11
B0604,0.0,0.0,0.0,0.0,0.0,0.95691615,0.0,1.2243224,1.2643516,0.0,0.0,0.7356914,0.4848562,0.0,0.0,0.0,0.90988433,1.43505,0.31881252,0.18879978,0.0,0.69179714,0.0,0.54239845,0.0,0.20688045,1.2032917,0.0,0.5990255,0.16058314,1.1733449,0.0,0.079498865,11
B0605,0.0,0.0,0.0,0.0,0.0,1.0997906,0.0,1.39619,1.32665,0.0,0.0,1.3709052,0.79756594,0.0,0.0,0.0,1.8554695,1.4456489,0.50804657,0.2142748,0.0,0.86193335,0.0,1.2099466,0.0,0.814927,1.6864709,0.0,1.0517989,0.27564633,1.5372422,0.0,0.03209036,11
B0606,0.0,0.0,0.0,0.0,0.0,1.9028871,0.0,1.7448695,1.6185873,0.0,0.0,1.5393293,0.5594449,0.0,0.0,0.0,1.5386623,2.1550117,0.36756966,0.38882998,0.0,0.8497118,0.0,1.0784074,0.0,0.4028725,1.8094727,0.0,1.2259022,0.0,1.7136986,0.0,0.022028064,11
B0607,0.0,0.0,0.0,0.0,0.0,1.0726708,0.0,1.366672,1.2618735,0.0,0.0,1.3210537,0.76321924,0.0,0.0,0.0,1.8076358,1.3819562,0.51193094,0.21374902,0.0,0.83656216,0.0,1.1959835,0.0,0.7443284,1.6459336,0.0,0.98981273,0.2688992,1.4734519,0.0,0.035489365,11
B0608,0.0,0.0,0.0,0.0,0.0,1.1753894,0.0,1.4850957,1.3328192,0.0,0.0,1.4194462,0.8096541,0.0,0.0,0.0,1.8352188,1.5466579,0.5127606,0.23582499,0.0,0.896743,0.0,1.2395627,0.0,0.8044641,1.728511,0.0,1.1065843,0.27245963,1.5609566,0.0,0.02918606,11
B0609,0.0,0.0,0.0,0.0,0.0,0.91402394,0.0,1.1520957,1.2085629,0.0,0.0,0.70547134,0.46381542,0.0,0.0,0.0,0.8494712,1.4025613,0.32849234,0.18721284,0.0,0.6574474,0.0,0.5176059,0.0,0.16665143,1.132909,0.0,0.5604633,0.15592495,1.0652033,0.0,0.08850705,11
B0610,0.0,0.0,0.0,0.0,0.0,1.1508039,0.0,1.3636986,1.3292843,0.0,0.0,1.487951,0.76986146,0.0,0.0,0.0,1.8902891,1.7465624,0.50913465,0.24400967,0.0,0.8577066,0.0,1.302129,0.0,0.77683127,1.6845422,0.0,1.0734651,0.24080248,1.5006654,0.0,0.02866583,11
B0611,0.0,0.0,0.0,0.0,0.0,1.1475813,0.0,1.2400006,1.2889915,0.0,0.0,1.1327575,0.61061895,0.0,0.0,0.0,1.5884929,1.3710628,0.40608782,0.2205522,0.0,0.7401994,0.0,0.9699525,0.0,0.5628706,1.4636341,0.0,0.8415148,0.14413968,1.3894684,0.0,0.046642363,11
B0612,0.0,0.0,0.0,0.0,0.0,0.934986,0.0,1.2077153,1.2439076,0.0,0.0,0.729812,0.47966358,0.0,0.0,0.0,0.8864464,1.4210883,0.33419526,0.18796979,0.0,0.6770493,0.0,0.5450648,0.0,0.21357054,1.1762012,0.0,0.59807205,0.1698561,1.1427698,0.0,0.08189467,11
