borrower_id,t,state,is_stressed,own_lagged_risk,neighbor_stress_fraction,regional_shock_index,ground_truth_reason,group_id,partner_id,region_id,loan_amount,term_months,repayment_interval,current_savings,individual_risk_score
B1339,2,0,0,0,0.0,0,,G0138,204.0,Cambodia_R1,500.0,26.0,monthly,132.16,0.05801547
B1340,2,0,0,0,0.16666666666666666,0,,G0201,145.0,Philippines_R2,175.0,14.0,irregular,48.6,0.073519364
B1341,2,0,0,0,0.2,0,,G0140,202.0,Kenya_R1,550.0,11.0,bullet,44.42,0.04648651
B1342,2,1,1,1,0.5,0,Independent Regional Shock,G0158,145.0,Philippines_R3,175.0,8.0,irregular,35.73,0.044421565
B1343,2,0,0,0,0.16666666666666666,0,,G0121,171.0,Kyrgyzstan_R3,1650.0,20.0,monthly,334.4,0.07616305
B1344,2,0,0,0,0.0,0,,G0154,144.0,Philippines_R1,575.0,9.0,irregular,92.45,0.051336624
B1345,2,0,0,0,0.0,0,,G0030,210.0,Mozambique_R2,1675.0,15.0,bullet,552.54,0.064037435
B1346,2,0,0,0,0.0,0,,G0262,442.0,Haiti_R2,475.0,8.0,monthly,141.67,0.053654827
B1347,2,0,0,0,0.0,1,,G0101,131.0,United States_R0,5425.0,24.0,monthly,1405.96,0.019038685
B1348,2,0,0,0,0.0,0,,G0238,82.0,Indonesia_R1,2325.0,8.0,irregular,614.49,0.08348699
B1349,2,0,0,0,0.0,0,,G0285,188.0,Ecuador_R3,600.0,12.0,monthly,113.11,0.055543996
B1350,2,0,0,0,0.0,0,,G0040,260.0,Haiti_R0,300.0,73.0,monthly,97.89,0.06410933
B1351,2,0,0,0,0.0,0,,G0218,145.0,Philippines_R0,350.0,14.0,irregular,90.43,0.049544845
B1352,2,0,0,0,0.2,0,,G0225,363.0,Vietnam_R0,2250.0,14.0,irregular,604.56,0.07805737
B1353,2,1,1,0,0.3333333333333333,0,Isolated Stress,G0202,199.0,El Salvador_R2,300.0,10.0,monthly,92.55,0.06290684
B1354,2,0,0,0,0.2,0,,G0298,145.0,Philippines_R0,250.0,8.0,irregular,33.06,0.036432233
B1355,2,1,1,0,0.2,1,Independent Regional Shock,G0180,199.0,El Salvador_R0,1100.0,14.0,bullet,321.33,0.07924142
B1356,2,0,0,0,0.0,0,,G0083,334.0,India_R3,200.0,43.0,bullet,21.71,0.043615643
B1357,2,0,0,0,0.0,0,,G0076,163.0,Uganda_R1,750.0,10.0,monthly,115.2,0.08523244
B1358,2,0,0,0,0.5,0,,G0161,87.0,Tanzania_R0,550.0,14.0,monthly,82.88,0.048152693
B1359,2,1,1,1,0.0,0,Isolated Stress,G0071,171.0,Kyrgyzstan_R2,2375.0,26.0,monthly,815.95,0.29085812
B1360,2,0,0,0,0.0,1,,G0101,204.0,Cambodia_R3,600.0,13.0,monthly,184.18,0.0667538
B1361,2,0,0,0,0.2,0,,G0156,23.0,Mozambique_R0,275.0,18.0,monthly,71.6,0.05756249
B1362,2,0,0,0,0.0,0,,G0133,358.0,Peru_R3,4725.0,60.0,bullet,1266.85,0.029189525
B1363,2,0,0,0,0.0,0,,G0323,163.0,Uganda_R3,150.0,7.0,irregular,32.79,0.030734347
B1364,2,0,0,0,0.16666666666666666,0,,G0046,386.0,Kenya_R0,300.0,14.0,irregular,100.24,0.07858801
B1365,2,0,0,0,0.0,0,,G0253,388.0,Kenya_R2,175.0,14.0,monthly,34.8,0.07347037
B1366,2,0,0,0,0.0,0,,G0163,15.0,Samoa_R3,400.0,14.0,irregular,65.66,0.059946705
B1367,2,0,0,0,0.2,0,,G0313,164.0,Kenya_R0,250.0,13.0,irregular,24.73,0.085247755
B1368,2,0,0,0,0.0,0,,G0114,100.0,Tajikistan_R1,650.0,20.0,monthly,185.81,0.062311266
B1369,2,0,0,0,0.0,0,,G0323,145.0,Philippines_R0,325.0,8.0,irregular,87.86,0.04919094
B1370,2,1,1,1,0.0,0,Isolated Stress,G0017,100.0,Tajikistan_R2,4225.0,39.0,monthly,698.42,0.11734753
B1371,2,0,0,1,0.0,0,,G0298,357.0,Mexico_R0,850.0,20.0,monthly,48.92,0.062147215
B1372,2,0,0,0,0.3333333333333333,0,,G0284,311.0,Cambodia_R2,125.0,8.0,monthly,37.71,0.066252
B1373,2,0,0,0,0.0,0,,G0250,164.0,Kenya_R2,175.0,14.0,irregular,9.35,0.032476634
B1374,2,0,0,0,0.2,0,,G0172,59.0,Bolivia_R1,4525.0,12.0,monthly,1181.52,0.054950662
B1375,2,0,0,0,0.0,0,,G0199,87.0,Tanzania_R3,350.0,6.0,irregular,119.38,0.037480474
B1376,2,0,0,0,0.0,0,,G0208,240.0,Kosovo_R0,2700.0,14.0,monthly,489.51,0.043722633
B1377,2,0,0,0,0.0,0,,G0255,145.0,Philippines_R0,1025.0,11.0,irregular,123.5,0.06327492
B1378,2,0,0,0,0.0,0,,G0061,183.0,Sierra Leone_R3,300.0,11.0,irregular,78.44,0.097462475
B1379,2,1,1,1,0.2,0,Isolated Stress,G0091,77.0,Lebanon_R1,2500.0,21.0,monthly,737.85,0.21902788
B1380,2,0,0,0,0.0,0,,G0228,145.0,Philippines_R1,225.0,8.0,irregular,48.13,0.056008063
B1381,2,0,0,0,0.0,0,,G0048,243.0,Timor-Leste_R0,500.0,15.0,monthly,170.06,0.040886473
B1382,2,0,0,0,0.0,0,,G0296,138.0,Kenya_R2,250.0,8.0,monthly,16.38,0.07071437
B1383,2,0,0,0,0.6,0,,G0099,188.0,Ecuador_R1,600.0,12.0,monthly,120.86,0.06363089
B1384,2,0,0,0,0.0,0,,G0033,108.0,Senegal_R0,425.0,25.0,monthly,112.85,0.13491432
B1385,2,0,0,0,0.0,1,,G0081,81.0,El Salvador_R0,400.0,14.0,monthly,123.52,0.07319617
B1386,2,0,0,0,0.4,0,,G0107,118.0,Honduras_R2,650.0,15.0,monthly,67.45,0.049066987
B1387,2,0,0,0,0.0,0,,G0129,119.0,Peru_R1,3600.0,8.0,monthly,1044.0,0.28658333
B1388,2,0,0,0,0.16666666666666666,0,,G0270,177.0,Colombia_R2,350.0,14.0,bullet,75.53,0.044807393
B1389,2,1,1,0,0.16666666666666666,0,Isolated Stress,G0084,77.0,Lebanon_R0,2000.0,14.0,monthly,337.93,0.07916391
B1390,2,1,1,0,0.0,0,Isolated Stress,G0323,205.0,Yemen_R3,625.0,12.0,monthly,55.95,0.06118057
B1391,2,0,0,0,0.16666666666666666,0,,G0071,63.0,Tajikistan_R0,500.0,14.0,monthly,154.79,0.040021062
B1392,2,0,0,0,0.0,0,,G0208,100.0,Tajikistan_R0,225.0,14.0,monthly,21.87,0.06425004
B1393,2,0,0,0,0.0,0,,G0138,145.0,Philippines_R2,225.0,8.0,irregular,32.16,0.042498864
B1394,2,0,0,0,0.0,0,,G0041,305.0,Zimbabwe_R2,500.0,13.0,monthly,68.51,0.054773975
B1395,2,1,1,1,0.0,0,Independent Regional Shock,G0011,329.0,Uganda_R1,1025.0,24.0,irregular,319.21,0.07456313
B1396,2,0,0,0,0.0,0,,G0333,126.0,Philippines_R2,325.0,13.0,irregular,81.84,0.050981607
B1397,2,0,0,0,0.16666666666666666,0,,G0295,58.0,Paraguay_R3,2550.0,6.0,irregular,736.96,0.055336073
B1398,2,0,0,0,0.25,0,,G0271,125.0,Philippines_R0,250.0,14.0,irregular,31.29,0.039047748
B1399,2,0,0,0,0.16666666666666666,0,,G0219,177.0,Colombia_R2,250.0,15.0,bullet,59.37,0.051728275
B1400,2,0,0,0,0.0,0,,G0297,121.0,Vietnam_R2,5300.0,17.0,monthly,1174.08,0.027468244
B1401,2,0,0,0,0.0,0,,G0228,386.0,Kenya_R2,600.0,14.0,irregular,179.91,0.06571349
B1402,2,0,0,0,0.0,0,,G0127,171.0,Kyrgyzstan_R0,2525.0,14.0,monthly,812.61,0.06600413
B1403,2,0,0,0,0.16666666666666666,0,,G0151,160.0,The Democratic Republic of the Congo_R3,8250.0,8.0,monthly,442.59,0.15244667
B1404,2,0,0,0,0.5,0,,G0220,202.0,Kenya_R0,500.0,9.0,bullet,126.1,0.05083028
B1405,2,0,0,0,0.0,0,,G0116,245.0,Pakistan_R1,475.0,14.0,monthly,31.14,0.061866052
B1406,2,0,0,0,0.16666666666666666,0,,G0151,145.0,Philippines_R1,400.0,13.0,irregular,85.86,0.07067512
B1407,2,0,0,0,0.16666666666666666,0,,G0070,63.0,Tajikistan_R1,600.0,14.0,monthly,81.77,0.047385067
B1408,2,0,0,0,0.0,0,,G0297,87.0,Tanzania_R3,875.0,7.0,irregular,124.28,0.07617127
B1409,2,0,0,0,0.25,0,,G0293,126.0,Philippines_R0,200.0,8.0,irregular,31.18,0.032709982
B1410,2,0,0,0,0.0,0,,G0292,145.0,Philippines_R2,425.0,13.0,irregular,100.46,0.10757899
B1411,2,0,0,0,0.0,0,,G0321,58.0,Paraguay_R3,625.0,15.0,monthly,93.88,0.047527634
B1412,2,0,0,0,0.3333333333333333,0,,G0060,199.0,El Salvador_R1,525.0,7.0,bullet,141.65,0.052807998
B1413,2,0,0,0,0.0,0,,G0320,177.0,Colombia_R0,1075.0,27.0,monthly,184.21,0.07618431
B1414,2,1,1,0,0.0,0,Isolated Stress,G0051,133.0,Kenya_R1,275.0,12.0,monthly,19.39,0.09978044
B1415,2,0,0,0,0.16666666666666666,0,,G0273,145.0,Philippines_R2,200.0,8.0,irregular,57.03,0.060396317
B1416,2,0,0,0,0.0,0,,G0259,145.0,Philippines_R3,350.0,8.0,irregular,47.5,0.05250546
B1417,2,0,0,1,0.16666666666666666,0,,G0147,145.0,Philippines_R3,450.0,8.0,irregular,80.92,0.0822283
B1418,2,0,0,0,0.0,0,,G0174,288.0,Nigeria_R2,75.0,14.0,bullet,19.17,0.061345935
B1419,2,0,0,0,0.0,0,,G0018,247.0,Pakistan_R3,350.0,15.0,monthly,52.41,0.064383894
B1420,2,0,0,0,0.16666666666666666,0,,G0203,177.0,Colombia_R3,325.0,14.0,bullet,21.77,0.043512993
B1421,2,0,0,0,0.0,0,,G0134,177.0,Colombia_R2,850.0,27.0,bullet,137.85,0.05943979
B1422,2,1,1,1,0.16666666666666666,0,Isolated Stress,G0105,202.0,Kenya_R2,875.0,11.0,bullet,291.67,0.12032954
B1423,2,0,0,0,0.2,0,,G0043,165.0,Congo_R2,5800.0,5.0,irregular,1406.62,0.11793679
B1424,2,0,0,0,0.0,0,,G0223,145.0,Philippines_R2,525.0,8.0,irregular,132.01,0.05035027
B1425,2,0,0,0,0.0,0,,G0058,164.0,Kenya_R2,250.0,13.0,irregular,59.92,0.053869873
B1426,2,0,0,0,0.25,0,,G0290,145.0,Philippines_R2,175.0,8.0,irregular,19.2,0.05157836
B1427,2,0,0,0,0.2,0,,G0140,311.0,Cambodia_R2,125.0,8.0,monthly,21.94,0.061082575
B1428,2,0,0,0,0.0,0,,G0145,126.0,Philippines_R2,350.0,10.0,monthly,96.35,0.06104015
B1429,2,0,0,0,0.16666666666666666,1,,G0151,199.0,El Salvador_R0,500.0,15.0,monthly,40.21,0.042784363
B1430,2,0,0,0,0.0,0,,G0303,59.0,Bolivia_R0,2325.0,12.0,monthly,310.05,0.0619503
B1431,2,0,0,0,0.25,0,,G0066,123.0,Philippines_R0,375.0,8.0,irregular,49.84,0.05568622
B1432,2,1,1,0,0.16666666666666666,0,Isolated Stress,G0075,156.0,Kenya_R1,475.0,14.0,monthly,85.31,0.052101403
B1433,2,1,1,1,0.25,0,Independent Regional Shock,G0049,136.0,Philippines_R3,200.0,8.0,irregular,68.82,0.08501149
B1434,2,0,0,0,0.0,0,,G0296,98.0,Nicaragua_R2,1150.0,15.0,monthly,80.79,0.045317452
B1435,2,0,0,0,0.0,0,,G0074,140.0,Bolivia_R2,1450.0,20.0,irregular,298.13,0.057229996
B1436,2,0,0,0,0.0,0,,G0181,188.0,Ecuador_R3,400.0,13.0,monthly,41.52,0.06268294
B1437,2,0,0,0,0.0,0,,G0331,202.0,Kenya_R0,725.0,10.0,bullet,247.37,0.07111711
B1438,2,0,0,0,0.0,0,,G0281,145.0,Philippines_R2,425.0,13.0,irregular,35.7,0.081025995
B1439,2,0,0,0,0.0,0,,G0289,110.0,Bolivia_R2,2925.0,8.0,irregular,500.41,0.07095685
B1440,2,0,0,0,0.25,0,,G0064,136.0,Philippines_R2,225.0,8.0,monthly,61.06,0.04691934
B1441,2,0,0,0,0.16666666666666666,1,,G0130,199.0,El Salvador_R0,1550.0,27.0,irregular,405.12,0.08859004
B1442,2,0,0,0,0.2,0,,G0102,394.0,Vietnam_R1,450.0,26.0,monthly,79.57,0.050713442
B1443,2,0,0,0,0.0,0,,G0276,123.0,Philippines_R2,800.0,8.0,bullet,123.17,0.047905836
B1444,2,0,0,0,0.0,0,,G0230,204.0,Cambodia_R2,625.0,14.0,monthly,105.8,0.048134886
B1445,2,0,0,0,0.0,1,,G0276,204.0,Cambodia_R3,2025.0,14.0,monthly,261.8,0.053765856
B1446,2,0,0,0,0.2,0,,G0225,187.0,Burkina Faso_R0,1675.0,8.0,bullet,186.93,0.06719627
B1447,2,0,0,0,0.2,0,,G0215,177.0,Colombia_R1,175.0,14.0,bullet,34.11,0.044413682
B1448,2,0,0,0,0.0,0,,G0173,442.0,Haiti_R0,175.0,7.0,monthly,22.85,0.063296504
B1449,2,0,0,0,0.0,0,,G0065,241.0,India_R0,675.0,43.0,bullet,91.96,0.04257748
B1450,2,0,0,0,0.16666666666666666,0,,G0008,388.0,Kenya_R1,200.0,14.0,monthly,49.41,0.054595828
B1451,2,0,0,0,0.0,0,,G0322,137.0,Ecuador_R0,2350.0,8.0,irregular,800.32,0.08856652
B1452,2,0,0,0,0.0,0,,G0197,150.0,Costa Rica_R3,950.0,38.0,irregular,219.54,0.06357533
B1453,2,0,0,0,0.2,0,,G0011,199.0,El Salvador_R2,500.0,8.0,monthly,36.55,0.04100544
B1454,2,0,0,0,0.0,0,,G0081,201.0,Honduras_R2,600.0,11.0,bullet,43.61,0.04465018
B1455,2,0,0,0,0.0,0,,G0097,145.0,Philippines_R0,325.0,8.0,irregular,109.01,0.028154964
B1456,2,1,1,0,0.0,0,Isolated Stress,G0086,231.0,Ghana_R0,775.0,7.0,irregular,107.87,0.05934587
B1457,2,0,0,0,0.0,0,,G0159,146.0,Armenia_R2,850.0,20.0,monthly,65.98,0.04626642
B1458,2,1,1,1,0.16666666666666666,0,Independent Regional Shock,G0096,145.0,Philippines_R3,400.0,11.0,irregular,91.89,0.082631096
B1459,2,0,0,0,0.0,0,,G0336,121.0,Vietnam_R1,900.0,17.0,monthly,213.39,0.0823485
B1460,2,0,0,0,0.25,0,,G0064,199.0,El Salvador_R1,200.0,12.0,bullet,48.91,0.055456925
B1461,2,0,0,0,0.16666666666666666,0,,G0103,231.0,Ghana_R0,2100.0,10.0,irregular,273.46,0.05593296
B1462,2,0,0,0,0.25,0,,G0288,202.0,Kenya_R1,825.0,11.0,bullet,44.99,0.06578066
B1463,2,0,0,0,0.0,0,,G0197,121.0,Vietnam_R2,2900.0,14.0,monthly,984.56,0.078134194
B1464,2,1,1,1,0.0,0,Isolated Stress,G0028,435.0,Peru_R0,1500.0,15.0,monthly,187.9,0.08054778
B1465,2,0,0,0,0.3333333333333333,0,,G0047,169.0,Armenia_R1,3000.0,38.0,monthly,758.42,0.041752126
B1466,2,0,0,0,0.0,0,,G0177,177.0,Colombia_R0,875.0,26.0,bullet,229.24,0.06473312
B1467,2,0,0,0,0.0,0,,G0239,138.0,Kenya_R2,500.0,14.0,monthly,116.5,0.06747471
B1468,2,0,0,1,0.16666666666666666,0,,G0157,126.0,Philippines_R3,325.0,12.0,monthly,46.76,0.050894894
B1469,2,0,0,0,0.0,0,,G0223,204.0,Cambodia_R2,250.0,14.0,monthly,32.83,0.040593334
B1470,2,0,0,0,0.2,1,,G0215,199.0,El Salvador_R0,600.0,14.0,monthly,137.58,0.060719065
B1471,2,0,0,0,0.0,0,,G0080,119.0,Peru_R1,900.0,6.0,irregular,278.85,0.028526213
B1472,2,0,0,0,0.0,0,,G0035,302.0,Mali_R0,100.0,5.0,bullet,33.4,0.088311225
B1473,2,0,0,0,0.0,0,,G0009,163.0,Uganda_R2,925.0,14.0,monthly,75.64,0.046076883
B1474,2,0,0,0,0.2,0,,G0013,112.0,Uganda_R2,150.0,5.0,irregular,14.47,0.008267879
B1475,2,0,0,0,0.0,1,,G0131,156.0,Kenya_R3,150.0,14.0,monthly,50.01,0.044060174
B1476,2,0,0,0,0.0,0,,G0097,145.0,Philippines_R2,225.0,10.0,irregular,60.97,0.055598594
B1477,2,0,0,0,0.4,0,,G0149,125.0,Philippines_R2,325.0,9.0,irregular,102.34,0.056408256
B1478,2,0,0,0,0.0,0,,G0322,145.0,Philippines_R0,250.0,8.0,irregular,27.7,0.036250833
B1479,2,0,0,0,0.0,0,,G0296,126.0,Philippines_R3,325.0,10.0,irregular,73.54,0.052059367
B1480,2,0,0,0,0.25,0,,G0113,440.0,Egypt_R2,225.0,14.0,monthly,58.58,0.044064242
B1481,2,0,0,0,0.25,0,,G0085,119.0,Peru_R2,375.0,8.0,monthly,95.26,0.050220985
B1482,2,0,0,0,0.0,0,,G0333,145.0,Philippines_R2,400.0,8.0,irregular,68.98,0.0656898
B1483,2,0,0,0,0.2,0,,G0013,145.0,Philippines_R0,300.0,7.0,irregular,16.39,0.20096953
B1484,2,0,0,0,0.25,0,,G0305,199.0,El Salvador_R2,1200.0,14.0,bullet,269.85,0.07624058
B1485,2,0,0,0,0.0,0,,G0318,138.0,Kenya_R0,600.0,11.0,monthly,75.56,0.051259093
B1486,2,0,0,0,0.25,0,,G0210,145.0,Philippines_R1,225.0,11.0,irregular,41.64,0.061969925
B1487,2,1,1,0,0.2,0,Isolated Stress,G0011,138.0,Kenya_R2,300.0,8.0,monthly,101.18,0.06388384
B1488,2,0,0,0,0.16666666666666666,0,,G0201,100.0,Tajikistan_R1,1275.0,26.0,monthly,216.38,0.08501668
B1489,2,1,1,0,0.0,0,Isolated Stress,G0229,138.0,Kenya_R2,1100.0,14.0,monthly,332.13,0.069034725
B1490,2,1,1,0,0.25,0,Isolated Stress,G0210,15.0,Samoa_R0,575.0,14.0,irregular,61.27,0.06476418
B1491,2,1,1,1,0.16666666666666666,0,Isolated Stress,G0047,145.0,Philippines_R1,425.0,10.0,irregular,106.99,0.110709086
B1492,2,0,0,0,0.0,0,,G0137,156.0,Kenya_R2,400.0,14.0,monthly,137.24,0.08949018
B1493,2,0,0,0,0.16666666666666666,0,,G0075,163.0,Uganda_R3,675.0,12.0,monthly,54.38,0.05147679
B1494,2,0,0,0,0.0,0,,G0204,311.0,Cambodia_R1,100.0,8.0,monthly,5.25,0.11407831
B1495,2,0,0,0,0.2,1,,G0313,428.0,India_R1,325.0,14.0,monthly,58.52,0.04310444
B1496,2,1,1,0,0.2,0,Isolated Stress,G0298,156.0,Kenya_R2,300.0,14.0,monthly,23.34,0.06312453
B1497,2,1,1,1,0.6,0,Isolated Stress,G0039,63.0,Tajikistan_R0,325.0,26.0,monthly,89.22,0.041821778
B1498,2,0,0,0,0.0,0,,G0154,329.0,Uganda_R3,1050.0,23.0,irregular,340.58,0.07546693
B1499,2,0,0,0,0.0,1,,G0328,245.0,Pakistan_R0,450.0,14.0,monthly,81.09,0.061365176
B1500,2,0,0,0,0.0,0,,G0320,145.0,Philippines_R0,450.0,8.0,irregular,57.43,0.06006432
B1501,2,0,0,0,0.0,0,,G0118,288.0,Nigeria_R2,200.0,19.0,bullet,36.06,0.051924575
B1502,2,0,0,0,0.0,1,,G0016,245.0,Pakistan_R0,575.0,14.0,monthly,153.54,0.06584565
B1503,2,0,0,0,0.0,0,,G0175,225.0,Thailand_R2,2850.0,14.0,bullet,150.24,0.04900927
B1504,2,0,0,0,0.0,0,,G0268,126.0,Philippines_R0,250.0,8.0,irregular,56.71,0.045170326
B1505,2,0,0,0,0.0,0,,G0146,126.0,Philippines_R1,350.0,10.0,monthly,81.9,0.043829568
B1506,2,0,0,0,0.0,0,,G0196,145.0,Philippines_R1,450.0,8.0,irregular,108.59,0.040475715
B1507,2,0,0,0,0.0,0,,G0186,202.0,Kenya_R0,800.0,11.0,bullet,98.09,0.047408964
B1508,2,1,1,0,0.3333333333333333,1,Independent Regional Shock,G0325,241.0,India_R1,2925.0,43.0,bullet,772.83,0.051782098
B1509,2,0,0,0,0.16666666666666666,0,,G0121,15.0,Samoa_R1,600.0,14.0,irregular,46.45,0.046966944
B1510,2,0,0,0,0.2,0,,G0059,177.0,Colombia_R2,425.0,15.0,bullet,46.66,0.06791082
B1511,2,0,0,0,0.0,0,,G0074,137.0,Ecuador_R1,1075.0,7.0,monthly,336.73,0.07598954
B1512,2,0,0,0,0.0,0,,G0010,119.0,Peru_R1,775.0,6.0,irregular,210.5,0.028842218
B1513,2,0,0,0,0.16666666666666666,1,,G0311,161.0,Rwanda_R0,4250.0,6.0,irregular,230.03,0.18838552
B1514,2,0,0,0,0.0,0,,G0193,80.0,Palestine_R2,2500.0,39.0,monthly,311.28,0.049276836
B1515,2,0,0,0,0.0,0,,G0332,145.0,Philippines_R0,475.0,10.0,irregular,54.3,0.069567345
B1516,2,2,1,1,0.0,0,Independent Regional Shock,G0150,125.0,Philippines_R3,225.0,10.0,irregular,29.53,0.03503841
B1517,2,0,0,0,0.0,0,,G0198,127.0,Costa Rica_R0,1825.0,38.0,monthly,226.79,0.030511755
B1518,2,0,0,0,0.2,0,,G0056,454.0,Moldova_R2,550.0,21.0,monthly,37.82,0.068062015
B1519,2,0,0,0,0.6666666666666666,0,,G0234,386.0,Kenya_R2,500.0,14.0,irregular,93.84,0.052382175
B1520,2,0,0,0,0.16666666666666666,0,,G0294,185.0,Jordan_R3,300.0,15.0,monthly,80.95,0.05607332
B1521,2,0,0,0,0.16666666666666666,0,,G0189,119.0,Peru_R2,375.0,8.0,monthly,87.01,0.040944964
B1522,2,1,1,1,0.0,0,Independent Regional Shock,G0312,389.0,Philippines_R3,425.0,7.0,irregular,107.04,0.15902562
B1523,2,0,0,0,0.25,1,,G0210,241.0,India_R1,450.0,43.0,bullet,33.46,0.11709826
B1524,2,1,1,1,0.0,0,Independent Regional Shock,G0210,145.0,Philippines_R2,225.0,8.0,irregular,75.48,0.062150773
B1525,2,0,0,0,0.0,0,,G0209,177.0,Colombia_R3,875.0,20.0,bullet,263.85,0.05388643
B1526,2,0,0,0,0.16666666666666666,0,,G0166,105.0,Senegal_R0,1000.0,14.0,monthly,291.53,0.056889743
B1527,2,0,0,0,0.16666666666666666,0,,G0273,145.0,Philippines_R1,375.0,8.0,irregular,111.34,0.03073688
B1528,2,1,1,1,0.25,0,Isolated Stress,G0326,176.0,Nicaragua_R2,2450.0,38.0,monthly,808.04,0.11634135
B1529,2,0,0,0,0.2,0,,G0298,271.0,Rwanda_R3,250.0,37.0,irregular,53.32,0.040337294
B1530,2,0,0,0,0.25,1,,G0066,81.0,El Salvador_R0,1000.0,14.0,monthly,110.08,0.05503806
B1531,2,0,0,0,0.16666666666666666,1,,G0213,81.0,El Salvador_R0,500.0,11.0,monthly,117.52,0.07190197
B1532,2,0,0,0,0.16666666666666666,1,,G0008,167.0,El Salvador_R0,300.0,9.0,bullet,81.86,0.051883195
B1533,2,0,0,0,0.25,0,,G0293,182.0,Liberia_R1,225.0,11.0,irregular,61.06,0.059505045
B1534,2,0,0,0,0.5,0,,G0286,136.0,Philippines_R3,350.0,10.0,monthly,72.25,0.051255174
B1535,2,0,0,0,0.0,0,,G0267,150.0,Costa Rica_R2,950.0,26.0,irregular,67.01,0.051119603
B1536,2,0,0,0,0.0,1,,G0077,247.0,Pakistan_R0,200.0,11.0,irregular,32.27,0.06726161
B1537,2,0,0,1,0.0,0,,G0045,449.0,Ghana_R3,75.0,10.0,irregular,24.47,0.06805498
B1538,2,0,0,0,0.0,0,,G0115,58.0,Paraguay_R0,850.0,14.0,monthly,191.53,0.07195553
B1539,2,0,0,0,0.0,0,,G0267,406.0,Indonesia_R0,550.0,37.0,irregular,116.32,0.025266742
B1540,2,1,1,0,0.16666666666666666,0,Contagion-Driven Stress,G0192,185.0,Jordan_R2,1425.0,23.0,monthly,186.18,0.0881185
B1541,2,0,0,0,0.0,0,,G0041,56.0,Azerbaijan_R0,500.0,20.0,monthly,80.27,0.04761176
B1542,2,0,0,0,0.4,0,,G0224,145.0,Philippines_R3,300.0,8.0,irregular,95.58,0.08739118
B1543,2,0,0,0,0.0,0,,G0063,125.0,Philippines_R0,325.0,12.0,irregular,81.23,0.053411067
B1544,2,1,1,1,0.0,0,Isolated Stress,G0023,455.0,Pakistan_R2,500.0,14.0,monthly,143.11,0.05670344
B1545,2,0,0,0,0.2,0,,G0247,145.0,Philippines_R0,125.0,11.0,irregular,23.29,0.088503174
B1546,2,0,0,0,0.25,0,,G0021,93.0,Peru_R0,850.0,6.0,irregular,203.21,0.034627996
B1547,2,0,0,0,0.0,0,,G0190,145.0,Philippines_R2,325.0,8.0,irregular,40.47,0.04908787
B1548,2,0,0,0,0.0,0,,G0163,288.0,Nigeria_R2,75.0,14.0,bullet,19.62,0.056508616
B1549,2,0,0,0,0.0,0,,G0087,123.0,Philippines_R0,250.0,8.0,irregular,44.57,0.056008063
B1550,2,0,0,0,0.25,0,,G0054,58.0,Paraguay_R2,1075.0,15.0,monthly,196.47,0.07119209
B1551,2,0,0,0,0.2,0,,G0034,59.0,Bolivia_R0,4925.0,10.0,monthly,1205.62,0.124457106
B1552,2,0,0,0,0.0,0,,G0254,202.0,Kenya_R1,675.0,9.0,bullet,223.35,0.06771627
B1553,2,0,0,0,0.0,0,,G0112,145.0,Philippines_R0,250.0,11.0,irregular,17.3,0.076010235
B1554,2,0,0,0,0.0,0,,G0100,145.0,Philippines_R3,300.0,8.0,irregular,89.23,0.06483652
B1555,2,1,1,1,0.0,0,Isolated Stress,G0013,305.0,Zimbabwe_R2,500.0,13.0,monthly,68.86,0.054773975
B1556,2,0,0,0,0.0,0,,G0014,145.0,Philippines_R3,450.0,8.0,irregular,82.43,0.06437694
B1557,2,0,0,0,0.0,0,,G0253,288.0,Nigeria_R2,400.0,14.0,bullet,22.63,0.055668112
B1558,2,0,0,0,0.16666666666666666,0,,G0073,183.0,Sierra Leone_R1,125.0,11.0,irregular,17.54,0.092020154
B1559,2,0,0,0,0.0,0,,G0120,139.0,Peru_R1,375.0,14.0,monthly,75.3,0.047929373
B1560,2,1,1,1,0.2,0,Contagion-Driven Stress,G0107,198.0,Turkey_R0,375.0,13.0,irregular,25.07,0.16047205
B1561,2,0,0,0,0.0,0,,G0261,145.0,Philippines_R1,350.0,11.0,irregular,69.07,0.061719548
B1562,2,0,0,0,0.25,0,,G0045,311.0,Cambodia_R0,225.0,8.0,monthly,73.83,0.051850777
B1563,2,0,0,0,0.0,0,,G0063,181.0,Georgia_R2,1275.0,26.0,monthly,104.06,0.039390557
B1564,2,0,0,0,0.3333333333333333,0,,G0105,311.0,Cambodia_R2,200.0,8.0,monthly,55.87,0.07517736
B1565,2,0,0,0,0.0,0,,G0082,119.0,Peru_R0,3375.0,8.0,monthly,583.54,0.072836146
B1566,2,0,0,0,0.0,0,,G0024,145.0,Philippines_R1,225.0,7.0,irregular,55.47,0.0637296
B1567,2,1,1,1,0.0,0,Isolated Stress,G0054,202.0,Kenya_R0,500.0,11.0,bullet,64.04,0.06162629
B1568,2,0,0,0,0.16666666666666666,0,,G0007,126.0,Philippines_R1,225.0,8.0,irregular,22.02,0.06323718
B1569,2,0,0,0,0.3333333333333333,0,,G0252,123.0,Philippines_R3,125.0,8.0,irregular,12.27,0.07587362
B1570,2,0,0,0,0.0,0,,G0308,145.0,Philippines_R0,175.0,8.0,irregular,12.45,0.0319706
