loan_id,loan_amount,sector,country,region,term_months,repayment_interval,partner_id,borrower_id,region_id,group_id,current_savings,baseline_hazard
841704,775.0,Clothing,Colombia,Victoria,26.0,bullet,177.0,B0476,Colombia_R1,G0266,45.07,0.04095384615384615
1020855,875.0,Housing,Mozambique,"Boane, Maputo",17.0,monthly,23.0,B0477,Mozambique_R1,G0147,60.87,0.04164705882352941
1207321,1000.0,Manufacturing,El Salvador,Sensuntepeque,20.0,monthly,199.0,B0478,El Salvador_R1,G0014,189.18,0.0416
845897,175.0,Food,Philippines,"Tacloban City, Leyte",8.0,irregular,145.0,B0479,Philippines_R3,G0043,56.48,0.0407
688881,125.0,Food,Uganda,Kampala,6.0,irregular,112.0,B0480,Uganda_R2,G0064,26.45,0.04066666666666667
891499,1200.0,Agriculture,El Salvador,Gotera,26.0,irregular,199.0,B0481,El Salvador_R0,G0096,239.21,0.04147692307692308
848384,250.0,Food,Colombia,Sahagun,13.0,bullet,177.0,B0482,Colombia_R0,G0060,20.41,0.040615384615384616
985577,225.0,Retail,Philippines,"Pan-ay, Capiz",8.0,irregular,145.0,B0483,Philippines_R0,G0077,55.58,0.040900000000000006
1065989,475.0,Housing,Vietnam,"Bo Trach, Quang Binh",26.0,monthly,394.0,B0484,Vietnam_R2,G0303,140.9,0.040584615384615386
667651,975.0,Services,Costa Rica,Santa Teresa de Cajón,38.0,irregular,150.0,B0485,Costa Rica_R1,G0061,160.02,0.04082105263157895
868100,450.0,Agriculture,Philippines,"Pan-ay, Capiz",11.0,irregular,145.0,B0486,Philippines_R0,G0080,127.21,0.041309090909090906
721801,725.0,Agriculture,Cambodia,"Battambang province, Thmor Koul district",19.0,monthly,204.0,B0487,Cambodia_R2,G0245,246.02,0.04122105263157895
1311811,425.0,Food,Philippines,"Concepcion, Iloilo",10.0,irregular,125.0,B0488,Philippines_R2,G0283,47.23,0.04136
1014940,225.0,Food,Philippines,"Quezon, Palawan",8.0,irregular,145.0,B0489,Philippines_R0,G0260,46.57,0.040900000000000006
912918,500.0,Services,Philippines,"Minglanilla, Cebu",7.0,irregular,145.0,B0490,Philippines_R0,G0113,68.07,0.04228571428571429
750971,75.0,Agriculture,Nigeria,Kaduna,17.0,bullet,288.0,B0491,Nigeria_R2,G0221,21.59,0.040141176470588236
891787,450.0,Services,Pakistan,Lahore,11.0,irregular,247.0,B0492,Pakistan_R0,G0315,100.48,0.041309090909090906
828135,575.0,Agriculture,Philippines,"Ormoc City, Leyte",14.0,irregular,125.0,B0493,Philippines_R1,G0105,138.22,0.04131428571428572
838585,500.0,Retail,El Salvador,,15.0,monthly,81.0,B0494,El Salvador_R0,G0020,144.69,0.04106666666666667
797461,225.0,Retail,Liberia,,9.0,irregular,364.0,B0495,Liberia_R0,G0046,37.98,0.0408
895414,250.0,Retail,Philippines,"Baybay City, Leyte",8.0,irregular,145.0,B0496,Philippines_R1,G0264,81.13,0.041
975561,200.0,Agriculture,Kenya,Machakos,8.0,monthly,388.0,B0497,Kenya_R3,G0094,41.98,0.0408
1194101,925.0,Agriculture,Philippines,"Benito Soiven, Isabela",8.0,irregular,123.0,B0498,Philippines_R2,G0235,90.08,0.0437
1057662,775.0,Arts,Samoa,Sinamoga,14.0,irregular,15.0,B0499,Samoa_R2,G0219,200.55,0.04177142857142857
813291,75.0,Agriculture,Nigeria,Kaduna,14.0,bullet,288.0,B0500,Nigeria_R2,G0127,21.6,0.04017142857142857
922918,225.0,Clothing,Philippines,"Bayawan, Negros Oriental",11.0,irregular,145.0,B0501,Philippines_R0,G0207,32.63,0.04065454545454546
1144765,675.0,Agriculture,Colombia,Tolu Viejo,20.0,bullet,177.0,B0502,Colombia_R1,G0309,207.33,0.041080000000000005
993268,475.0,Retail,Colombia,Sahagun,17.0,bullet,177.0,B0503,Colombia_R0,G0170,152.88,0.040894117647058824
1267637,625.0,Agriculture,Peru,Zaña - Chiclayo,20.0,monthly,143.0,B0504,Peru_R3,G0214,83.17,0.041
1289416,400.0,Agriculture,El Salvador,San Miguel,14.0,bullet,199.0,B0505,El Salvador_R0,G0108,138.02,0.040914285714285716
1183363,7200.0,Retail,Mexico,"San Agustin Mextepec,San Felipe del Progreso",7.0,irregular,130.0,B0506,Mexico_R0,G0096,663.94,0.07291428571428572
930945,350.0,Arts,Philippines,Sogod Cebu,11.0,irregular,145.0,B0507,Philippines_R3,G0007,38.71,0.041018181818181815
761969,175.0,Food,India,Maynaguri,43.0,bullet,334.0,B0508,India_R2,G0322,18.42,0.040130232558139536
1095364,650.0,Personal Use,Cambodia,"Sekchhrom village, Svaytayean Commune,Kamponror Di",26.0,monthly,407.0,B0509,Cambodia_R1,G0275,206.83,0.0408
690764,200.0,Construction,El Salvador,Sensuntepeque,5.0,irregular,199.0,B0510,El Salvador_R1,G0329,49.26,0.04128
1323283,250.0,Services,Philippines,Antipolo City,8.0,irregular,389.0,B0511,Philippines_R1,G0256,23.91,0.041
1065327,800.0,Clothing,Kenya,Thika,14.0,monthly,138.0,B0512,Kenya_R1,G0246,145.68,0.04182857142857143
1208863,150.0,Agriculture,Kenya,Kitale,14.0,monthly,156.0,B0513,Kenya_R3,G0110,35.19,0.04034285714285714
693869,600.0,Education,Kenya,Likoni,14.0,irregular,164.0,B0514,Kenya_R0,G0054,45.02,0.04137142857142857
1240971,300.0,Agriculture,Kenya,Msambweni,14.0,irregular,164.0,B0515,Kenya_R3,G0238,94.42,0.04068571428571428
876792,1250.0,Food,Guatemala,"Santiago, Sacatepequez",8.0,monthly,97.0,B0516,Guatemala_R2,G0144,363.85,0.045
1092371,4975.0,Clothing,Bolivia,Potosi,63.0,monthly,140.0,B0517,Bolivia_R1,G0265,1002.77,0.04252698412698413
1283989,4575.0,Clothing,Paraguay,Asunción,5.0,irregular,58.0,B0518,Paraguay_R3,G0088,1556.13,0.06928000000000001
1031339,275.0,Personal Use,Cambodia,Kompong Thom,8.0,monthly,311.0,B0519,Cambodia_R1,G0065,48.22,0.0411
1199503,500.0,Retail,El Salvador,,14.0,monthly,167.0,B0520,El Salvador_R0,G0313,172.62,0.04114285714285715
828898,350.0,Manufacturing,Philippines,"Ormoc City, Leyte",14.0,irregular,125.0,B0521,Philippines_R1,G0239,87.63,0.0408
885562,625.0,Agriculture,Mali,N'Tentoukoro ,4.0,bullet,302.0,B0522,Mali_R1,G0110,150.25,0.045
1099656,725.0,Clothing,Nicaragua,Managua,14.0,irregular,120.0,B0523,Nicaragua_R2,G0186,72.35,0.04165714285714286
1212028,550.0,Food,Guatemala,"Villa Lobos II, Villa Nueva",6.0,irregular,97.0,B0524,Guatemala_R3,G0301,173.02,0.04293333333333334
1107901,750.0,Services,Jordan,Baqaa,15.0,monthly,185.0,B0525,Jordan_R3,G0181,133.69,0.0416
708295,350.0,Housing,Philippines,"Oroquieta-Burgos, Aloran",42.0,monthly,126.0,B0526,Philippines_R1,G0034,34.53,0.040266666666666666
724157,500.0,Agriculture,El Salvador,,14.0,monthly,167.0,B0527,El Salvador_R0,G0057,26.89,0.04114285714285715
699302,25.0,Housing,Mongolia,Ulaanbaatar,24.0,monthly,42.0,B0528,Mongolia_R1,G0129,5.45,0.04003333333333334
908958,1125.0,Agriculture,Mali,Nonsombougou,8.0,bullet,438.0,B0529,Mali_R0,G0022,234.25,0.0445
1122744,775.0,Agriculture,Tajikistan,Shahrituz,14.0,monthly,100.0,B0530,Tajikistan_R0,G0024,206.0,0.04177142857142857
1157307,425.0,Agriculture,Philippines,Roxas Palawan,8.0,irregular,145.0,B0531,Philippines_R1,G0166,134.76,0.0417
1197065,450.0,Food,Pakistan,Haripur,14.0,monthly,245.0,B0532,Pakistan_R3,G0083,33.22,0.04102857142857143
675800,1025.0,Agriculture,Belize,San Jose,26.0,monthly,273.0,B0533,Belize_R0,G0186,276.19,0.04126153846153846
1005496,1550.0,Agriculture,Vietnam,Dien Bien,12.0,monthly,342.0,B0534,Vietnam_R2,G0067,164.65,0.04413333333333333
792710,350.0,Retail,El Salvador,,14.0,irregular,81.0,B0535,El Salvador_R0,G0068,107.61,0.0408
998151,425.0,Food,Philippines,"Plaridel-Polo Pitogo, Bato, Plaridel, Mis. Occ.",8.0,monthly,126.0,B0536,Philippines_R0,G0177,125.68,0.0417
969664,450.0,Agriculture,Philippines,"Nabbotuan Solana, Cagayan.",7.0,bullet,123.0,B0537,Philippines_R2,G0258,95.51,0.04205714285714286
747082,675.0,Food,Honduras,Puerto Cortes,20.0,monthly,201.0,B0538,Honduras_R0,G0041,177.57,0.041080000000000005
824841,575.0,Agriculture,Costa Rica,"San Rafael, Platanares",38.0,irregular,150.0,B0539,Costa Rica_R2,G0207,82.98,0.04048421052631579
862056,700.0,Housing,Vietnam,Thanh Hoá,20.0,monthly,121.0,B0540,Vietnam_R2,G0302,133.95,0.041120000000000004
828765,1300.0,Education,Tajikistan,Vahdat,62.0,monthly,100.0,B0541,Tajikistan_R0,G0192,385.44,0.04067096774193549
1264916,500.0,Agriculture,Kenya,Kericho,14.0,monthly,156.0,B0542,Kenya_R2,G0172,93.89,0.04114285714285715
1121055,925.0,Education,Peru,Huaycan,15.0,monthly,93.0,B0543,Peru_R0,G0059,145.54,0.041973333333333335
956529,1775.0,Retail,Ghana,"Teshie, Accra",8.0,irregular,231.0,B0544,Ghana_R0,G0018,351.92,0.0471
1147405,1950.0,Agriculture,Vietnam,Mai Sơn - Sơn La,14.0,irregular,363.0,B0545,Vietnam_R0,G0190,582.03,0.04445714285714286
788478,1500.0,Education,Lebanon,Chtoura,18.0,monthly,77.0,B0546,Lebanon_R3,G0267,225.84,0.04266666666666667
1187893,975.0,Food,Kenya,Naivasha,14.0,monthly,138.0,B0547,Kenya_R0,G0172,99.58,0.04222857142857143
1096743,100.0,Agriculture,Nigeria,Kaduna,19.0,bullet,288.0,B0548,Nigeria_R2,G0084,26.36,0.040168421052631575
848306,4500.0,Arts,United States,San Diego,27.0,monthly,249.0,B0549,United States_R2,G0165,1340.07,0.04533333333333334
932862,450.0,Agriculture,Philippines,"Bindoy, Negros Oriental",13.0,irregular,145.0,B0550,Philippines_R1,G0282,36.09,0.0411076923076923
1035467,500.0,Clothing,Pakistan,Rawalpindi,14.0,monthly,247.0,B0551,Pakistan_R1,G0106,60.98,0.04114285714285715
998734,725.0,Agriculture,Vietnam,Dien Bien,12.0,monthly,342.0,B0552,Vietnam_R2,G0040,67.13,0.041933333333333336
935873,5025.0,Food,Rwanda,,6.0,irregular,161.0,B0553,Rwanda_R0,G0148,775.77,0.0668
1229408,500.0,Transportation,Ecuador,Tulcán,12.0,monthly,188.0,B0554,Ecuador_R3,G0026,92.55,0.04133333333333333
889471,1350.0,Agriculture,Georgia,Sadakhlo,27.0,monthly,181.0,B0555,Georgia_R0,G0055,370.77,0.0416
1189758,50.0,Housing,Indonesia,Tangerang,14.0,irregular,406.0,B0556,Indonesia_R0,G0300,12.27,0.04011428571428571
1047337,1200.0,Agriculture,Armenia,"Berdavan village, Tavush region",31.0,monthly,169.0,B0557,Armenia_R1,G0101,283.53,0.041238709677419355
953577,1825.0,Agriculture,Peru,Maranura - La Convencion -Cusco,8.0,monthly,119.0,B0558,Peru_R0,G0166,284.18,0.0473
1220977,100.0,Agriculture,Kenya,Nakuru,14.0,monthly,156.0,B0559,Kenya_R3,G0246,30.24,0.04022857142857143
982628,1075.0,Agriculture,Philippines,"Jimenez-Sinara Bajo, Jimenez Misamis Occidental",26.0,monthly,126.0,B0560,Philippines_R2,G0123,205.74,0.04132307692307692
1248416,300.0,Transportation,Pakistan,Haripur,14.0,monthly,245.0,B0561,Pakistan_R3,G0086,103.12,0.04068571428571428
1135004,575.0,Transportation,Pakistan,Haripur,14.0,monthly,245.0,B0562,Pakistan_R3,G0327,138.14,0.04131428571428572
870726,1950.0,Food,Uganda,Kyenjojo,9.0,irregular,163.0,B0563,Uganda_R2,G0304,171.36,0.046933333333333334
819948,175.0,Services,Peru,Santo Tomás - Cutervo - Cajamarca,8.0,monthly,143.0,B0564,Peru_R3,G0323,44.25,0.0407
791316,200.0,Food,Philippines,"Roxas City, Capiz",8.0,irregular,145.0,B0565,Philippines_R0,G0320,29.51,0.0408
698812,1700.0,Clothing,Peru,Arequipa,26.0,irregular,353.0,B0566,Peru_R0,G0132,435.03,0.04209230769230769
680225,3425.0,Retail,Burundi,Gitega,14.0,monthly,162.0,B0567,Burundi_R1,G0092,242.81,0.04782857142857143
1157124,2000.0,Education,Palestine,"Ramallah City, West Bank",28.0,monthly,80.0,B0568,Palestine_R0,G0224,204.93,0.04228571428571429
1058339,500.0,Agriculture,El Salvador,Usulután,14.0,bullet,199.0,B0569,El Salvador_R2,G0261,153.36,0.04114285714285715
1109136,1075.0,Retail,Philippines,"Isabela, Negros Occidental",13.0,irregular,145.0,B0570,Philippines_R2,G0043,127.02,0.04264615384615385
1042543,1450.0,Agriculture,Bolivia,Entre Rios,27.0,monthly,140.0,B0571,Bolivia_R0,G0157,436.61,0.041718518518518516
950545,325.0,Food,Philippines,"Mabinay, Negros Oriental",7.0,irregular,145.0,B0572,Philippines_R3,G0005,43.48,0.041485714285714285
1305071,250.0,Agriculture,Philippines,"Minglanilla, Cebu",8.0,irregular,145.0,B0573,Philippines_R0,G0169,60.72,0.041
1194257,275.0,Agriculture,Tajikistan,Qubadiyon,14.0,monthly,63.0,B0574,Tajikistan_R2,G0254,71.02,0.04062857142857143
1213742,800.0,Clothing,Ecuador,Tulcán,14.0,monthly,188.0,B0575,Ecuador_R3,G0100,163.04,0.04182857142857143
950368,450.0,Retail,Philippines,"Carles, Iloilo",12.0,irregular,125.0,B0576,Philippines_R3,G0075,63.72,0.0412
1297893,225.0,Personal Use,Philippines,"Taytay, Palawan",13.0,irregular,145.0,B0577,Philippines_R3,G0300,25.6,0.040553846153846156
1058498,900.0,Services,Ecuador,Portoviejo,8.0,irregular,137.0,B0578,Ecuador_R0,G0148,53.96,0.0436
1134927,2000.0,Food,Palestine,Bethlehm-West Bank,28.0,monthly,80.0,B0579,Palestine_R0,G0037,282.37,0.04228571428571429
1094243,325.0,Retail,Philippines,"Tanjay, Negros Oriental",8.0,irregular,145.0,B0580,Philippines_R2,G0244,79.93,0.0413
737848,675.0,Food,Nicaragua,Puerto Cabezas,4.0,irregular,328.0,B0581,Nicaragua_R3,G0051,223.76,0.045399999999999996
826276,2425.0,Clothing,Burundi,Bujumbura,7.0,irregular,162.0,B0582,Burundi_R1,G0056,755.05,0.05108571428571429
878574,225.0,Agriculture,Kenya,Thika,14.0,monthly,388.0,B0583,Kenya_R1,G0027,62.96,0.04051428571428571
1212577,400.0,Services,Pakistan,Rawalpindi,14.0,monthly,247.0,B0584,Pakistan_R1,G0002,114.61,0.040914285714285716
908873,225.0,Agriculture,Kenya,Limuru,14.0,monthly,388.0,B0585,Kenya_R2,G0007,56.14,0.04051428571428571
861515,400.0,Services,Pakistan,Kamoki,14.0,monthly,245.0,B0586,Pakistan_R1,G0277,51.23,0.040914285714285716
1210874,375.0,Agriculture,Kyrgyzstan,Aravan district,14.0,monthly,171.0,B0587,Kyrgyzstan_R1,G0221,120.81,0.040857142857142856
729372,500.0,Clothing,Zimbabwe,Shurugwi,8.0,irregular,305.0,B0588,Zimbabwe_R2,G0069,125.61,0.041999999999999996
719757,250.0,Housing,Philippines,"Daan Bantayan, Cebu",36.0,irregular,145.0,B0589,Philippines_R1,G0120,54.53,0.04022222222222222
999536,3275.0,Retail,Senegal,,8.0,monthly,105.0,B0590,Senegal_R0,G0073,272.8,0.05310000000000001
1215642,75.0,Personal Use,Kenya,Eldoret,15.0,monthly,156.0,B0591,Kenya_R2,G0050,13.81,0.04016
662012,1000.0,Agriculture,Cambodia,Takeo province,20.0,monthly,9.0,B0592,Cambodia_R3,G0312,188.11,0.0416
724653,1425.0,Retail,Ghana,"Teshie, Accra",8.0,irregular,231.0,B0593,Ghana_R0,G0071,440.85,0.045700000000000005
667468,575.0,Retail,Philippines,"Plaridel - Bato, Misamis Occidental",14.0,irregular,126.0,B0594,Philippines_R1,G0175,123.05,0.04131428571428572
908768,525.0,Retail,Togo,Akodessewa,14.0,monthly,111.0,B0595,Togo_R1,G0228,86.16,0.0412
660032,500.0,Agriculture,El Salvador,,14.0,monthly,167.0,B0596,El Salvador_R0,G0079,171.52,0.04114285714285715
810887,600.0,Housing,Tajikistan,Kanibadam,14.0,monthly,100.0,B0597,Tajikistan_R1,G0145,49.93,0.04137142857142857
789143,400.0,Agriculture,El Salvador,"San Rafael de Oriente, San Miguel",8.0,bullet,167.0,B0598,El Salvador_R2,G0102,70.71,0.0416
685350,475.0,Retail,Pakistan,Wazirabad,14.0,monthly,245.0,B0599,Pakistan_R1,G0060,29.74,0.04108571428571429
1200559,225.0,Personal Use,Philippines,"Pulupandan, Negros Occidental",13.0,irregular,145.0,B0600,Philippines_R2,G0324,61.19,0.040553846153846156
961722,1500.0,Services,Ecuador,Tulcán,14.0,monthly,188.0,B0601,Ecuador_R3,G0130,488.13,0.04342857142857143
1284558,175.0,Arts,India,Burdwan,15.0,monthly,428.0,B0602,India_R1,G0032,23.45,0.04037333333333333
1207768,300.0,Food,India,Raiganj,14.0,monthly,428.0,B0603,India_R2,G0187,92.25,0.04068571428571428
668155,250.0,Retail,Philippines,"Catbalogan, Samar",8.0,irregular,145.0,B0604,Philippines_R1,G0234,34.42,0.041
1123614,300.0,Services,Pakistan,Rawalpindi,14.0,monthly,247.0,B0605,Pakistan_R1,G0170,96.97,0.04068571428571428
783495,175.0,Agriculture,India,Dhupguri,43.0,bullet,334.0,B0606,India_R3,G0264,48.33,0.040130232558139536
1222530,925.0,Agriculture,Vietnam,"Le Thuy, Quang Binh",26.0,monthly,394.0,B0607,Vietnam_R0,G0056,269.61,0.04113846153846154
1200109,925.0,Personal Use,Nigeria,Kaduna,15.0,bullet,288.0,B0608,Nigeria_R2,G0286,51.25,0.041973333333333335
1205866,400.0,Retail,Kenya,Kisauni,13.0,irregular,164.0,B0609,Kenya_R0,G0104,135.54,0.04098461538461538
721603,425.0,Agriculture,Cambodia,"Siem Reap Province, Srey Snom district",13.0,monthly,204.0,B0610,Cambodia_R3,G0047,113.9,0.04104615384615384
1123837,300.0,Food,Peru,Rumichaca Baja - Urubamba,8.0,monthly,119.0,B0611,Peru_R0,G0018,42.43,0.0412
1093541,325.0,Retail,Philippines,"Roxas City, Capiz",8.0,irregular,145.0,B0612,Philippines_R0,G0307,97.12,0.0413
1218978,400.0,Personal Use,Cambodia,Svay Reang Province,26.0,monthly,9.0,B0613,Cambodia_R0,G0066,53.78,0.04049230769230769
1018845,125.0,Personal Use,Cambodia,Kampong Speu,8.0,monthly,311.0,B0614,Cambodia_R2,G0074,38.98,0.0405
756141,425.0,Transportation,Philippines,Misamis Occidental,8.0,monthly,136.0,B0615,Philippines_R3,G0152,35.6,0.0417
960341,325.0,Agriculture,Philippines,"SINDANGAN - LAGAG, SINDANGAN, ZAMBOANGA DEL NORTE",7.0,monthly,126.0,B0616,Philippines_R1,G0233,84.86,0.041485714285714285
1330710,150.0,Agriculture,Kenya,Kapsabet,8.0,monthly,133.0,B0617,Kenya_R0,G0025,31.83,0.0406
1194806,575.0,Agriculture,Samoa,Salamumu,14.0,irregular,15.0,B0618,Samoa_R2,G0043,45.4,0.04131428571428572
1012228,425.0,Retail,Philippines,"Concepcion, Iloilo",12.0,irregular,125.0,B0619,Philippines_R2,G0094,52.09,0.041133333333333334
1296285,600.0,Services,Tajikistan,Khujand,14.0,monthly,100.0,B0620,Tajikistan_R0,G0017,32.23,0.04137142857142857
766508,1850.0,Housing,Albania,Lezhe,38.0,monthly,239.0,B0621,Albania_R1,G0133,352.67,0.041557894736842106
1174693,400.0,Transportation,Pakistan,Lahore,11.0,irregular,247.0,B0622,Pakistan_R0,G0175,56.15,0.04116363636363636
1158279,1800.0,Clothing,Vietnam,"03, Yên Phong, Yên Định, Thanh Hóa",14.0,monthly,121.0,B0623,Vietnam_R1,G0280,413.11,0.04411428571428572
835524,525.0,Retail,Uganda,Kamwenge,11.0,monthly,163.0,B0624,Uganda_R1,G0182,73.06,0.04152727272727273
826391,300.0,Retail,El Salvador,,14.0,monthly,81.0,B0625,El Salvador_R0,G0261,41.99,0.04068571428571428
990639,300.0,Agriculture,Peru,Morropón - Piura,10.0,monthly,143.0,B0626,Peru_R3,G0141,81.89,0.040959999999999996
768100,1150.0,Retail,Philippines,"Intramuros, Manila City",8.0,irregular,144.0,B0627,Philippines_R1,G0297,74.11,0.0446
1067934,2275.0,Agriculture,Mali,Kimparana,10.0,bullet,438.0,B0628,Mali_R0,G0005,729.98,0.04728
753506,275.0,Agriculture,Philippines,"Villaluz, Delfin Albano,Isabela",8.0,irregular,123.0,B0629,Philippines_R2,G0124,84.06,0.0411
1114084,1275.0,Food,Samoa,Faala Palauli,14.0,irregular,15.0,B0630,Samoa_R2,G0048,319.19,0.04291428571428571
1114190,450.0,Education,Philippines,"Guihulngan, Negros Oriental",7.0,irregular,145.0,B0631,Philippines_R1,G0107,102.58,0.04205714285714286
1020584,225.0,Agriculture,Philippines,"Bogo, Cebu",7.0,irregular,145.0,B0632,Philippines_R3,G0297,71.48,0.04102857142857143
1319406,125.0,Retail,Philippines,"Bugasong, Antique",8.0,irregular,145.0,B0633,Philippines_R0,G0246,13.2,0.0405
1242635,1250.0,Agriculture,Peru,Santa Rosa-Huabal,9.0,bullet,484.0,B0634,Peru_R3,G0144,92.11,0.044444444444444446
683198,225.0,Retail,Philippines,"Bindoy, Negros Oriental",11.0,irregular,145.0,B0635,Philippines_R1,G0249,27.42,0.04065454545454546
989217,1275.0,Education,Jordan,Ajloun,21.0,monthly,185.0,B0636,Jordan_R1,G0151,367.68,0.04194285714285714
1195108,225.0,Retail,Philippines,"Quezon, Palawan",8.0,irregular,145.0,B0637,Philippines_R0,G0062,13.59,0.040900000000000006
951809,175.0,Food,Togo,Adidogomé,8.0,irregular,296.0,B0638,Togo_R3,G0182,39.35,0.0407
1135011,500.0,Agriculture,Kenya,Chuka,14.0,monthly,138.0,B0639,Kenya_R2,G0272,174.32,0.04114285714285715
908712,875.0,Retail,Togo,Akodessewa,14.0,monthly,111.0,B0640,Togo_R1,G0282,268.37,0.041999999999999996
946479,2425.0,Retail,Mexico,Ejido Joya De La Pita. Tierra Blanca Veracruz,7.0,irregular,130.0,B0641,Mexico_R3,G0291,500.6,0.05108571428571429
1181979,600.0,Housing,Nicaragua,Granada,26.0,monthly,176.0,B0642,Nicaragua_R0,G0307,41.46,0.04073846153846154
767856,1000.0,Food,Armenia,Gyumri,27.0,monthly,169.0,B0643,Armenia_R2,G0119,299.41,0.041185185185185186
901105,325.0,Agriculture,India,Falakata,43.0,bullet,334.0,B0644,India_R0,G0186,74.65,0.04024186046511628
1307271,425.0,Food,Philippines,"Hinobaan, Negros Occidental",8.0,irregular,145.0,B0645,Philippines_R1,G0300,35.9,0.0417
752334,450.0,Retail,Philippines,Roxas Palawan,8.0,irregular,145.0,B0646,Philippines_R1,G0325,35.17,0.041800000000000004
1165858,1200.0,Agriculture,Kenya,Maua,14.0,monthly,138.0,B0647,Kenya_R0,G0313,387.47,0.04274285714285714
1046988,1425.0,Retail,Ecuador,24 de Mayo,8.0,irregular,137.0,B0648,Ecuador_R2,G0296,357.33,0.045700000000000005
883949,1675.0,Services,Armenia,"Kapan, Syunik region",26.0,monthly,169.0,B0649,Armenia_R1,G0162,500.47,0.04206153846153846
1329597,750.0,Agriculture,Cambodia,Kampong Chhnang Province,20.0,monthly,9.0,B0650,Cambodia_R3,G0071,235.27,0.0412
1140455,475.0,Food,Philippines,"Palo, Leyte",14.0,irregular,145.0,B0651,Philippines_R0,G0015,105.23,0.04108571428571429
1211978,950.0,Retail,Guatemala,"Tecpan Guatemala,Chimaltenango",8.0,monthly,97.0,B0652,Guatemala_R3,G0216,194.97,0.043800000000000006
935462,650.0,Agriculture,Kenya,Kitale,14.0,monthly,156.0,B0653,Kenya_R3,G0256,116.43,0.041485714285714285
1305807,2625.0,Education,Dominican Republic,La Vega,106.0,irregular,298.0,B0654,Dominican Republic_R1,G0025,380.85,0.04079245283018868
1327267,2700.0,Retail,Paraguay,Santaní,8.0,irregular,58.0,B0655,Paraguay_R0,G0249,487.02,0.0508
683440,1075.0,Food,Peru,Pucará - Jaén - Cajamarca,14.0,monthly,143.0,B0656,Peru_R3,G0248,303.33,0.04245714285714286
1216022,575.0,Education,Tajikistan,Gissar,20.0,monthly,100.0,B0657,Tajikistan_R2,G0222,132.58,0.04092
681691,1050.0,Agriculture,Tajikistan,Gonchi,20.0,monthly,100.0,B0658,Tajikistan_R0,G0268,333.64,0.04168
1308648,1000.0,Personal Use,Lebanon,Sarafand,14.0,monthly,77.0,B0659,Lebanon_R1,G0284,183.01,0.04228571428571429
1055039,750.0,Food,Uganda,Kampala,6.0,irregular,222.0,B0660,Uganda_R2,G0132,174.1,0.044
1247667,500.0,Personal Use,Cambodia,Svay Reang Province,26.0,monthly,9.0,B0661,Cambodia_R0,G0174,119.7,0.040615384615384616
904894,750.0,Retail,Colombia,Soledad (Atlántico),14.0,monthly,154.0,B0662,Colombia_R0,G0230,170.63,0.04171428571428572
1281640,375.0,Agriculture,Tajikistan,Dj.Rasulov,14.0,monthly,100.0,B0663,Tajikistan_R1,G0295,97.8,0.040857142857142856
969524,575.0,Clothing,Pakistan,Rawalpindi,14.0,monthly,247.0,B0664,Pakistan_R1,G0150,69.71,0.04131428571428572
1046823,450.0,Food,Philippines,"Oroqueta-Dolipos Alto, Oroquieta City",26.0,monthly,126.0,B0665,Philippines_R3,G0180,91.67,0.040553846153846156
966022,950.0,Agriculture,Peru,Cañaris - Ferreñafe - Lambayeque,14.0,bullet,143.0,B0666,Peru_R1,G0188,77.2,0.04217142857142857
977239,1025.0,Food,El Salvador,,26.0,monthly,167.0,B0667,El Salvador_R0,G0209,169.49,0.04126153846153846
1276067,775.0,Arts,Samoa,Matautu,14.0,irregular,15.0,B0668,Samoa_R0,G0147,152.13,0.04177142857142857
1209094,1025.0,Food,Lebanon,Bekaa,15.0,monthly,404.0,B0669,Lebanon_R1,G0122,251.81,0.042186666666666664
701997,350.0,Agriculture,El Salvador,,14.0,monthly,167.0,B0670,El Salvador_R0,G0027,117.31,0.0408
709024,1075.0,Manufacturing,Vietnam,Thanh Hoá,14.0,monthly,121.0,B0671,Vietnam_R2,G0212,247.46,0.04245714285714286
787422,325.0,Housing,Mozambique,"Marracuene, Maputo",18.0,monthly,23.0,B0672,Mozambique_R2,G0164,88.75,0.04057777777777778
865056,775.0,Agriculture,Albania,Lezhe,26.0,monthly,239.0,B0673,Albania_R1,G0197,156.46,0.04095384615384615
677767,725.0,Retail,Bolivia,La Paz,15.0,monthly,48.0,B0674,Bolivia_R0,G0003,174.17,0.04154666666666666
707576,350.0,Food,Liberia,West Point,11.0,irregular,182.0,B0675,Liberia_R1,G0232,24.95,0.041018181818181815
1263757,600.0,Food,Philippines,"Jimenez, Misamis  Occidental",26.0,monthly,136.0,B0676,Philippines_R2,G0200,75.79,0.04073846153846154
685958,700.0,Retail,Sierra Leone,Waterloo,14.0,monthly,183.0,B0677,Sierra Leone_R1,G0119,110.99,0.0416
992715,2025.0,Agriculture,Vietnam,10 Thôn Thành Công - Xã Nguyên Bình,17.0,monthly,121.0,B0678,Vietnam_R3,G0010,388.29,0.043811764705882356
875459,825.0,Retail,Mali,N'Dinkoro,5.0,monthly,78.0,B0679,Mali_R3,G0029,52.55,0.04528
1324441,100.0,Personal Use,Cambodia,Kandal,8.0,monthly,311.0,B0680,Cambodia_R2,G0080,9.2,0.040400000000000005
1241859,300.0,Transportation,Pakistan,Rawalpindi,14.0,monthly,247.0,B0681,Pakistan_R1,G0300,39.91,0.04068571428571428
