borrower_id,t,group_id,region_id,individual_risk_score,neighbor_stress_fraction,regional_shock_index,predicted_reason,confidence,multi_hop_exposure_score,is_stressed
B1983,2,G0239,Costa Rica_R0,0.06510406,0.0,0,Healthy,,,0
B1985,2,G0114,Bolivia_R2,0.19277145,0.0,0,Healthy,,,0
B1986,2,G0191,Cambodia_R0,0.034869637,0.0,0,Healthy,,,0
B1987,2,G0010,Philippines_R0,0.07097887,0.0,0,Isolated Stress,,,1
B1988,2,G0222,El Salvador_R0,0.05767908,0.0,1,Healthy,,,0
B1989,2,G0097,Nigeria_R2,0.06978768,0.0,0,Healthy,,,0
B1990,2,G0032,Uganda_R1,0.15173584,0.0,0,Isolated Stress,,,1
B1991,2,G0265,Cambodia_R3,0.04470875,0.25,1,Healthy,,,0
B1992,2,G0104,Burkina Faso_R0,0.07287306,0.25,0,Healthy,,,0
B1993,2,G0110,Philippines_R1,0.120796,0.16666666666666666,0,Healthy,,,0
B1994,2,G0197,Philippines_R1,0.06880575,0.0,0,Healthy,,,0
B1995,2,G0136,Cambodia_R2,0.05881227,0.0,0,Healthy,,,0
B1996,2,G0318,Indonesia_R0,0.024143018,0.0,0,Healthy,,,0
B1997,2,G0244,Cambodia_R1,0.057189617,0.0,0,Healthy,,,0
B1998,2,G0069,Honduras_R2,0.041356105,0.0,0,Healthy,,,0
B1999,2,G0251,Philippines_R0,0.052540448,0.16666666666666666,0,Healthy,,,0
B0000,3,G0199,Mexico_R0,0.040256627,0.0,0,Healthy,,,0
B0001,3,G0291,Guatemala_R1,0.047676522,0.0,0,Healthy,,,0
B0002,3,G0076,Burkina Faso_R2,0.2413434,0.0,0,Healthy,,,0
B0003,3,G0171,Guatemala_R1,0.047628235,0.0,0,Healthy,,,0
B0004,3,G0251,Zimbabwe_R1,0.05618651,0.16666666666666666,0,Healthy,,,0
B0005,3,G0171,Vietnam_R0,0.050406273,0.0,0,Healthy,,,0
B0006,3,G0112,Georgia_R2,0.06346907,0.0,0,Healthy,,,0
B0007,3,G0182,Philippines_R0,0.09869134,0.25,0,Healthy,,,0
B0008,3,G0278,Cambodia_R2,0.04361466,0.0,0,Healthy,,,0
B0009,3,G0204,Kenya_R1,0.059359584,0.0,0,Healthy,,,0
B0010,3,G0139,Philippines_R1,0.0622544,0.2,0,Healthy,,,0
B0011,3,G0235,Kenya_R2,0.052164953,0.6,0,Healthy,,,0
B0012,3,G0162,Kosovo_R0,0.1139572,0.0,0,Healthy,,,0
B0013,3,G0324,Philippines_R0,0.05319222,0.0,0,Healthy,,,0
B0014,3,G0314,Azerbaijan_R0,0.064156875,0.25,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0015,3,G0089,Honduras_R2,0.07573464,0.0,0,Healthy,,,0
B0016,3,G0267,Philippines_R2,0.051174983,0.0,0,Healthy,,,0
B0017,3,G0262,Bolivia_R0,0.14212704,0.0,0,Healthy,,,0
B0018,3,G0120,Liberia_R1,0.060341183,0.0,0,Healthy,,,0
B0020,3,G0325,Ecuador_R0,0.29221934,0.5,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0021,3,G0330,Pakistan_R0,0.066159084,0.0,0,Isolated Stress,,,1
B0022,3,G0240,Samoa_R3,0.0362395,0.0,0,Healthy,,,0
B0023,3,G0035,Vietnam_R2,0.066446275,0.16666666666666666,0,Healthy,,,0
B0024,3,G0177,Kenya_R3,0.037897848,0.16666666666666666,0,Healthy,,,0
B0025,3,G0168,Philippines_R3,0.06298902,0.6,0,Healthy,,,0
B0026,3,G0270,Philippines_R2,0.105336346,0.3333333333333333,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0027,3,G0181,Philippines_R2,0.04842774,0.0,0,Healthy,,,0
B0029,3,G0005,Philippines_R0,0.08565434,0.0,0,Healthy,,,0
B0030,3,G0052,Philippines_R3,0.060396317,0.25,0,Healthy,,,0
B0031,3,G0122,Pakistan_R0,0.06689486,0.5,0,Healthy,,,0
B0032,3,G0044,Cambodia_R3,0.054724287,0.0,0,Healthy,,,0
B0033,3,G0197,Mexico_R2,0.09622413,0.0,0,Isolated Stress,,,1
B0034,3,G0322,Kenya_R0,0.08809799,0.0,0,Isolated Stress,,,1
B0036,3,G0230,Ghana_R0,0.075602084,0.0,0,Healthy,,,0
B0040,3,G0311,Tajikistan_R2,0.057223707,0.16666666666666666,0,Healthy,,,0
B0041,3,G0153,Kenya_R1,0.081484504,0.0,0,Healthy,,,0
B0042,3,G0189,Colombia_R3,0.053165745,0.0,0,Healthy,,,0
B0043,3,G0093,Philippines_R3,0.07474815,0.0,0,Healthy,,,0
B0044,3,G0055,Pakistan_R1,0.05817307,0.16666666666666666,0,Healthy,,,0
B0045,3,G0050,Kenya_R0,0.06252427,0.25,0,Healthy,,,0
B0046,3,G0250,Uganda_R3,0.074748866,0.0,0,Healthy,,,0
B0047,3,G0183,Nigeria_R2,0.10958303,0.0,0,Healthy,,,0
B0048,3,G0125,Peru_R2,0.26577756,0.0,0,Healthy,,,0
B0049,3,G0033,Azerbaijan_R0,0.046584554,0.0,0,Healthy,,,0
B0050,3,G0254,El Salvador_R1,0.10171664,0.0,0,Healthy,,,0
B0052,3,G0190,Kenya_R1,0.0831708,0.16666666666666666,0,Healthy,,,0
B0053,3,G0277,Tajikistan_R1,0.051740333,0.0,0,Healthy,,,0
B0054,3,G0118,Mali_R1,0.04479966,0.0,1,Healthy,,,0
B0055,3,G0181,El Salvador_R0,0.039049577,0.0,0,Healthy,,,0
B0056,3,G0002,Kenya_R2,0.05092496,0.16666666666666666,0,Healthy,,,0
B0057,3,G0213,Philippines_R3,0.055693645,0.16666666666666666,0,Healthy,,,0
B0059,3,G0048,India_R0,0.027130146,0.2,0,Healthy,,,0
B0060,3,G0187,Philippines_R3,0.10031709,0.2,0,Healthy,,,0
B0061,3,G0229,Kenya_R3,0.06650945,0.2,0,Healthy,,,0
B0062,3,G0202,Philippines_R2,0.055068526,0.3333333333333333,0,Healthy,,,0
B0063,3,G0035,India_R3,0.031341627,0.16666666666666666,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0064,3,G0314,Kenya_R0,0.043695346,0.25,0,Healthy,,,0
B0065,3,G0001,Colombia_R2,0.08002046,0.0,0,Healthy,,,0
B0066,3,G0177,Colombia_R2,0.066730596,0.16666666666666666,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0067,3,G0063,El Salvador_R2,0.06595405,0.0,0,Healthy,,,0
B0069,3,G0013,Rwanda_R0,0.089393556,0.2,0,Healthy,,,0
B0071,3,G0070,Nicaragua_R2,0.08242265,0.3333333333333333,0,Healthy,,,0
B0072,3,G0095,Philippines_R1,0.061675906,0.0,0,Healthy,,,0
B0073,3,G0049,Mexico_R0,0.0848852,0.5,0,Healthy,,,0
B0075,3,G0227,Tajikistan_R0,0.066159084,0.0,0,Healthy,,,0
B0076,3,G0051,Tajikistan_R0,0.05928039,0.3333333333333333,0,Healthy,,,0
B0077,3,G0181,Philippines_R1,0.051493265,0.0,0,Healthy,,,0
B0078,3,G0044,Ecuador_R3,0.04880033,0.0,0,Healthy,,,0
B0079,3,G0212,Philippines_R0,0.040245477,0.2,0,Healthy,,,0
B0080,3,G0191,Kyrgyzstan_R1,0.061167452,0.3333333333333333,0,Healthy,,,0
B0082,3,G0200,Paraguay_R1,0.066938356,0.16666666666666666,0,Healthy,,,0
B0083,3,G0125,Kenya_R0,0.09073879,0.0,0,Healthy,,,0
B0084,3,G0111,Peru_R3,0.052151836,0.16666666666666666,0,Healthy,,,0
B0085,3,G0178,Ghana_R0,0.05618625,0.0,0,Healthy,,,0
B0086,3,G0117,Indonesia_R0,0.037310846,0.2,0,Healthy,,,0
B0087,3,G0333,Armenia_R1,0.05834182,0.0,0,Healthy,,,0
B0088,3,G0153,El Salvador_R2,0.036565445,0.0,0,Healthy,,,0
B0090,3,G0217,Togo_R3,0.04624359,0.25,0,Healthy,,,0
B0091,3,G0323,Guatemala_R3,0.035896335,0.2,0,Healthy,,,0
B0092,3,G0188,El Salvador_R1,0.12598336,0.0,0,Healthy,,,0
B0093,3,G0242,Peru_R3,0.052843045,0.0,0,Healthy,,,0
B0094,3,G0197,Georgia_R3,0.10701688,0.0,0,Healthy,,,0
B0095,3,G0303,El Salvador_R0,0.043431155,0.25,0,Healthy,,,0
B0096,3,G0146,Kenya_R2,0.066776775,0.0,0,Healthy,,,0
B0097,3,G0193,Nicaragua_R1,0.09966238,0.0,0,Healthy,,,0
B0098,3,G0308,Kenya_R2,0.06382027,0.16666666666666666,0,Healthy,,,0
B0099,3,G0004,Philippines_R1,0.05193133,0.0,0,Healthy,,,0
B0100,3,G0038,Philippines_R2,0.04679861,0.0,0,Healthy,,,0
B0101,3,G0093,Guatemala_R0,0.05123534,0.0,0,Healthy,,,0
B0102,3,G0194,Philippines_R2,0.06650945,0.4,0,Healthy,,,0
B0103,3,G0276,Philippines_R0,0.032115597,0.0,0,Healthy,,,0
B0104,3,G0202,El Salvador_R0,0.078822196,0.3333333333333333,0,Healthy,,,0
B0105,3,G0136,Philippines_R3,0.08678625,0.0,0,Healthy,,,0
B0106,3,G0184,Nicaragua_R0,0.05100559,0.4,0,Healthy,,,0
B0107,3,G0094,Palestine_R2,0.048671193,0.0,0,Healthy,,,0
B0109,3,G0027,El Salvador_R0,0.085006095,0.3333333333333333,0,Healthy,,,0
B0110,3,G0189,Cambodia_R3,0.086640954,0.0,0,Healthy,,,0
B0111,3,G0011,Uganda_R0,0.04717572,0.4,0,Healthy,,,0
B0112,3,G0291,Colombia_R0,0.039051104,0.0,0,Healthy,,,0
B0113,3,G0119,Kenya_R0,0.052730046,0.0,0,Healthy,,,0
B0114,3,G0233,Kenya_R2,0.06518645,0.0,0,Healthy,,,0
B0116,3,G0247,Haiti_R1,0.05560729,0.4,0,Healthy,,,0
B0117,3,G0196,Philippines_R1,0.06000693,0.0,0,Healthy,,,0
B0118,3,G0110,Guatemala_R2,0.04878123,0.0,0,Healthy,,,0
B0119,3,G0248,Tajikistan_R0,0.04313073,0.0,0,Healthy,,,0
B0120,3,G0025,Colombia_R3,0.0391186,0.0,0,Healthy,,,0
B0122,3,G0287,Colombia_R2,0.053565446,0.0,0,Healthy,,,0
B0124,3,G0006,Uganda_R1,0.050023835,0.0,0,Healthy,,,0
B0125,3,G0190,Tanzania_R3,0.06538045,0.16666666666666666,0,Healthy,,,0
B0126,3,G0136,Philippines_R1,0.043406297,0.0,0,Healthy,,,0
B0127,3,G0262,Cambodia_R2,0.051300697,0.0,0,Healthy,,,0
B0128,3,G0003,Sierra Leone_R2,0.05301699,0.25,0,Healthy,,,0
B0129,3,G0141,Indonesia_R0,0.057095263,0.0,0,Healthy,,,0
B0130,3,G0333,Tajikistan_R0,0.10802066,0.0,0,Healthy,,,0
B0131,3,G0153,Philippines_R0,0.058940962,0.0,0,Healthy,,,0
B0132,3,G0191,Palestine_R0,0.050324548,0.3333333333333333,0,Healthy,,,0
B0134,3,G0310,Nicaragua_R2,0.046500634,0.0,0,Healthy,,,0
B0135,3,G0026,Kenya_R2,0.04849754,0.0,0,Healthy,,,0
B0136,3,G0158,Philippines_R0,0.053675257,0.6666666666666666,0,Healthy,,,0
B0138,3,G0165,Kosovo_R0,0.044337787,0.0,0,Healthy,,,0
B0139,3,G0166,Philippines_R1,0.061592683,0.16666666666666666,0,Healthy,,,0
B0140,3,G0138,Paraguay_R3,0.07425388,0.0,0,Healthy,,,0
B0141,3,G0075,Kenya_R2,0.045432217,0.3333333333333333,0,Healthy,,,0
B0142,3,G0150,Lebanon_R0,0.07608247,0.2,0,Healthy,,,0
B0144,3,G0177,Nepal_R0,0.05375973,0.16666666666666666,0,Healthy,,,0
B0145,3,G0203,Philippines_R0,0.04608669,0.0,0,Healthy,,,0
B0146,3,G0283,Kenya_R2,0.04684362,0.0,0,Healthy,,,0
B0147,3,G0125,Lebanon_R0,0.06650046,0.0,0,Healthy,,,0
B0149,3,G0254,Cambodia_R2,0.07312018,0.0,0,Healthy,,,0
B0150,3,G0281,El Salvador_R1,0.07379204,0.0,0,Healthy,,,0
B0151,3,G0277,Ecuador_R1,0.058646284,0.0,0,Healthy,,,0
B0152,3,G0275,Bolivia_R0,0.055137124,0.0,0,Healthy,,,0
B0153,3,G0244,Tajikistan_R2,0.049632005,0.0,0,Healthy,,,0
B0155,3,G0126,Philippines_R0,0.056008063,0.0,0,Healthy,,,0
B0156,3,G0146,Philippines_R0,0.060766216,0.0,0,Healthy,,,0
B0157,3,G0266,Philippines_R0,0.06373869,0.25,0,Healthy,,,0
B0158,3,G0144,Philippines_R0,0.016527154,0.0,0,Healthy,,,0
B0159,3,G0237,Philippines_R2,0.063744046,0.0,0,Healthy,,,0
B0161,3,G0319,Philippines_R1,0.03759954,0.0,0,Healthy,,,0
B0163,3,G0045,Kenya_R0,0.058138616,0.0,0,Healthy,,,0
B0164,3,G0154,Rwanda_R0,0.050308466,0.0,0,Healthy,,,0
B0166,3,G0325,Honduras_R2,0.07105758,0.5,0,Healthy,,,0
B0167,3,G0162,Peru_R0,0.052541323,0.0,0,Healthy,,,0
B0168,3,G0055,Nicaragua_R0,0.066776775,0.16666666666666666,0,Healthy,,,0
B0170,3,G0086,Bolivia_R3,0.06387196,0.4,0,Healthy,,,0
B0171,3,G0162,Philippines_R0,0.08402496,0.0,0,Healthy,,,0
B0172,3,G0216,Armenia_R3,0.087667786,0.5,0,Healthy,,,0
B0173,3,G0034,Guatemala_R0,0.04741995,0.2,0,Healthy,,,0
B0174,3,G0120,Colombia_R1,0.055581894,0.0,1,Healthy,,,0
B0175,3,G0060,Philippines_R3,0.09649137,0.16666666666666666,0,Healthy,,,0
B0176,3,G0227,Vietnam_R2,0.058462545,0.0,0,Healthy,,,0
B0177,3,G0117,Samoa_R0,0.049002368,0.2,0,Healthy,,,0
B0178,3,G0148,Philippines_R0,0.054907355,0.25,0,Healthy,,,0
B0179,3,G0128,Uganda_R2,0.035553675,0.0,0,Healthy,,,0
B0180,3,G0264,Rwanda_R0,0.032592896,0.0,0,Healthy,,,0
B0181,3,G0133,Kyrgyzstan_R2,0.06094578,0.2,0,Healthy,,,0
B0185,3,G0057,Nicaragua_R2,0.0686838,0.0,0,Healthy,,,0
B0186,3,G0285,Philippines_R2,0.062307607,0.0,0,Healthy,,,0
B0187,3,G0315,Mali_R2,0.06638108,0.0,0,Healthy,,,0
B0188,3,G0036,Lebanon_R0,0.076047465,0.25,0,Healthy,,,0
B0189,3,G0327,Ghana_R0,0.078822196,0.2,0,Healthy,,,0
B0190,3,G0263,Colombia_R0,0.057278432,0.2,0,Healthy,,,0
B0191,3,G0231,Paraguay_R0,0.20927507,0.2,1,Healthy,,,0
B0193,3,G0169,Cambodia_R2,0.07995633,0.0,0,Healthy,,,0
B0194,3,G0061,Philippines_R2,0.051698167,0.0,0,Healthy,,,0
B0195,3,G0145,Philippines_R0,0.07010464,0.0,0,Healthy,,,0
B0196,3,G0037,Bolivia_R0,0.058526408,0.2,0,Healthy,,,0
B0197,3,G0286,Colombia_R3,0.07782881,0.5,0,Healthy,,,0
B0198,3,G0071,Jordan_R3,0.05317159,0.16666666666666666,0,Healthy,,,0
B0199,3,G0091,Philippines_R3,0.06763542,0.6,0,Healthy,,,0
B0200,3,G0310,El Salvador_R2,0.06861869,0.0,0,Isolated Stress,,,1
B0201,3,G0319,Cambodia_R0,0.051461384,0.0,0,Healthy,,,0
B0202,3,G0288,Philippines_R2,0.078626074,0.25,0,Healthy,,,0
B0203,3,G0046,Guatemala_R2,0.07370983,0.16666666666666666,0,Healthy,,,0
B0204,3,G0190,Philippines_R3,0.0726695,0.16666666666666666,0,Healthy,,,0
B0205,3,G0321,El Salvador_R0,0.06961543,0.0,0,Healthy,,,0
B0207,3,G0278,El Salvador_R0,0.081133604,0.0,0,Healthy,,,0
B0209,3,G0137,El Salvador_R0,0.0385036,0.0,0,Healthy,,,0
B0210,3,G0015,Pakistan_R0,0.078234166,0.2,0,Healthy,,,0
B0211,3,G0028,El Salvador_R0,0.03936518,0.25,0,Healthy,,,0
B0212,3,G0008,Philippines_R0,0.056780208,0.16666666666666666,0,Healthy,,,0
B0213,3,G0184,Philippines_R1,0.056297876,0.4,0,Healthy,,,0
B0214,3,G0123,Mexico_R0,0.073474914,0.0,0,Healthy,,,0
B0215,3,G0143,Pakistan_R0,0.05334404,0.0,0,Healthy,,,0
B0216,3,G0315,Mali_R0,0.05416661,0.0,0,Healthy,,,0
B0217,3,G0241,Albania_R1,0.06540792,0.0,0,Healthy,,,0
B0218,3,G0047,Philippines_R2,0.05189808,0.5,0,Healthy,,,0
B0219,3,G0291,Tajikistan_R0,0.062886186,0.0,0,Healthy,,,0
B0220,3,G0039,Philippines_R3,0.07040635,0.6,0,Healthy,,,0
B0221,3,G0119,Philippines_R2,0.056008063,0.0,0,Healthy,,,0
B0222,3,G0172,Kenya_R1,0.041005947,0.2,0,Healthy,,,0
B0223,3,G0203,El Salvador_R0,0.050230402,0.0,0,Healthy,,,0
B0224,3,G0167,Philippines_R2,0.05039015,0.2,0,Healthy,,,0
B0225,3,G0269,Tajikistan_R2,0.043605246,0.0,0,Healthy,,,0
B0226,3,G0098,Cambodia_R3,0.0629431,0.2,0,Healthy,,,0
B0227,3,G0176,Liberia_R1,0.06606282,0.25,0,Healthy,,,0
B0228,3,G0172,Uganda_R2,0.049690016,0.2,0,Healthy,,,0
B0229,3,G0270,Philippines_R3,0.01443426,0.3333333333333333,0,Healthy,,,0
B0230,3,G0311,Cambodia_R1,0.026286472,0.16666666666666666,0,Healthy,,,0
B0231,3,G0033,El Salvador_R0,0.06400932,0.0,0,Healthy,,,0
B0232,3,G0186,Kenya_R3,0.05039583,0.0,0,Healthy,,,0
B0233,3,G0025,Indonesia_R0,0.055078078,0.0,0,Healthy,,,0
B0234,3,G0222,India_R0,0.021901805,0.0,0,Healthy,,,0
B0235,3,G0196,Peru_R0,0.06082674,0.0,0,Healthy,,,0
B0236,3,G0106,Uganda_R3,0.056385126,0.5,0,Healthy,,,0
B0237,3,G0035,Cambodia_R1,0.025658187,0.16666666666666666,0,Healthy,,,0
B0239,3,G0017,Philippines_R0,0.10290462,0.25,0,Healthy,,,0
B0240,3,G0068,Timor-Leste_R2,0.0525462,0.16666666666666666,0,Healthy,,,0
B0241,3,G0324,Turkey_R0,0.049008377,0.0,0,Healthy,,,0
B0242,3,G0173,Pakistan_R0,0.067782484,0.0,0,Healthy,,,0
B0243,3,G0130,Philippines_R0,0.029765572,0.3333333333333333,0,Healthy,,,0
B0244,3,G0079,Philippines_R0,0.06578752,0.2,0,Healthy,,,0
B0245,3,G0259,Paraguay_R1,0.050664447,0.0,0,Healthy,,,0
B0246,3,G0288,Philippines_R0,0.06061028,0.25,0,Healthy,,,0
B0247,3,G0008,Ecuador_R0,0.08183105,0.16666666666666666,0,Healthy,,,0
B0249,3,G0197,Pakistan_R1,0.05375973,0.0,0,Isolated Stress,,,1
B0250,3,G0081,Philippines_R1,0.09444911,0.0,0,Healthy,,,0
B0252,3,G0330,Philippines_R0,0.14192317,0.0,0,Isolated Stress,,,1
B0253,3,G0279,Paraguay_R2,0.046408977,0.6,0,Healthy,,,0
B0254,3,G0006,India_R0,0.06732248,0.0,0,Healthy,,,0
B0255,3,G0205,Kenya_R2,0.047887288,0.16666666666666666,0,Healthy,,,0
B0256,3,G0017,Philippines_R0,0.049068198,0.25,0,Healthy,,,0
B0257,3,G0237,Honduras_R2,0.0818233,0.0,0,Healthy,,,0
B0259,3,G0070,Ecuador_R3,0.0827802,0.3333333333333333,0,Healthy,,,0
B0260,3,G0163,Rwanda_R0,0.06946051,0.0,0,Healthy,,,0
B0261,3,G0068,India_R1,0.06510145,0.16666666666666666,0,Healthy,,,0
B0262,3,G0281,Samoa_R2,0.043142166,0.0,0,Healthy,,,0
B0263,3,G0252,Colombia_R0,0.10155523,0.3333333333333333,0,Healthy,,,0
B0264,3,G0226,Zimbabwe_R1,0.04519993,0.4,0,Healthy,,,0
B0265,3,G0077,Philippines_R2,0.061694864,0.0,0,Healthy,,,0
B0266,3,G0062,Cambodia_R2,0.06386641,0.2,0,Healthy,,,0
B0267,3,G0196,Philippines_R1,0.06676064,0.0,0,Healthy,,,0
B0268,3,G0249,Honduras_R1,0.054956555,0.0,0,Healthy,,,0
B0269,3,G0318,The Democratic Republic of the Congo_R3,0.059179794,0.16666666666666666,0,Healthy,,,0
B0270,3,G0032,Cambodia_R2,0.08459631,0.16666666666666666,0,Healthy,,,0
B0271,3,G0078,Kenya_R1,0.049196415,0.2,0,Healthy,,,0
B0272,3,G0087,Ecuador_R1,0.057915438,0.0,0,Healthy,,,0
B0274,3,G0093,Sierra Leone_R1,0.07019358,0.0,0,Healthy,,,0
B0275,3,G0002,Philippines_R0,0.054693386,0.16666666666666666,0,Healthy,,,0
B0276,3,G0330,Kenya_R3,0.06215808,0.0,0,Healthy,,,0
B0277,3,G0105,Mali_R1,0.08534168,0.3333333333333333,1,Healthy,,,0
B0278,3,G0229,Philippines_R1,0.059042145,0.2,0,Healthy,,,0
B0279,3,G0287,Cambodia_R1,0.026286472,0.0,0,Healthy,,,0
B0280,3,G0188,Kenya_R0,0.03835358,0.0,0,Healthy,,,0
B0281,3,G0014,Peru_R0,0.06864596,0.0,0,Healthy,,,0
B0282,3,G0140,Philippines_R3,0.05653375,0.2,0,Healthy,,,0
B0283,3,G0269,Kenya_R2,0.1981009,0.0,0,Isolated Stress,,,1
B0285,3,G0121,Rwanda_R0,0.07495303,0.16666666666666666,0,Healthy,,,0
B0286,3,G0102,Philippines_R0,0.047394972,0.2,0,Healthy,,,0
B0288,3,G0311,Kenya_R3,0.054538324,0.16666666666666666,0,Healthy,,,0
B0289,3,G0036,Kenya_R0,0.05528699,0.25,0,Healthy,,,0
B0290,3,G0155,Philippines_R1,0.057470288,0.0,0,Healthy,,,0
B0291,3,G0140,Kenya_R0,0.06874373,0.2,0,Healthy,,,0
B0293,3,G0287,Lebanon_R0,0.07005988,0.0,0,Healthy,,,0
B0295,3,G0317,Philippines_R0,0.06024877,0.25,0,Healthy,,,0
B0296,3,G0134,Guatemala_R0,0.06292174,0.0,0,Healthy,,,0
B0298,3,G0048,Kenya_R2,0.05817158,0.2,0,Healthy,,,0
B0300,3,G0058,Myanmar (Burma)_R2,0.064634934,0.0,0,Healthy,,,0
B0301,3,G0264,Pakistan_R0,0.0683873,0.0,0,Healthy,,,0
B0302,3,G0182,Sierra Leone_R1,0.06555922,0.25,0,Healthy,,,0
B0303,3,G0055,Philippines_R2,0.05559222,0.16666666666666666,0,Healthy,,,0
B0304,3,G0253,Philippines_R1,0.06784856,0.0,0,Healthy,,,0
B0305,3,G0042,El Salvador_R0,0.05460394,0.0,0,Healthy,,,0
B0306,3,G0024,Armenia_R3,0.039999887,0.25,0,Healthy,,,0
B0307,3,G0026,Kenya_R2,0.04796668,0.0,0,Healthy,,,0
B0308,3,G0132,Philippines_R1,0.079482846,0.16666666666666666,0,Healthy,,,0
B0309,3,G0098,Philippines_R2,0.06870839,0.2,0,Healthy,,,0
B0310,3,G0082,Mozambique_R1,0.06899853,0.25,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0311,3,G0097,El Salvador_R0,0.04880033,0.0,0,Healthy,,,0
B0312,3,G0131,Philippines_R0,0.08739118,0.0,0,Healthy,,,0
B0313,3,G0254,Pakistan_R0,0.092658766,0.0,0,Healthy,,,0
B0314,3,G0174,Kenya_R0,0.047622863,0.2,0,Healthy,,,0
B0315,3,G0324,India_R1,0.035287544,0.0,0,Healthy,,,0
B0316,3,G0050,Nigeria_R2,0.05159189,0.25,0,Healthy,,,0
B0318,3,G0161,Philippines_R3,0.047452904,0.5,0,Healthy,,,0
B0319,3,G0165,Tajikistan_R2,0.06777491,0.0,0,Healthy,,,0
B0320,3,G0256,Pakistan_R0,0.064795114,0.4,0,Healthy,,,0
B0321,3,G0171,Philippines_R3,0.092117414,0.0,0,Isolated Stress,,,1
B0323,3,G0142,Kenya_R2,0.05565232,0.0,0,Healthy,,,0
B0324,3,G0012,Jordan_R0,0.05546248,0.0,0,Healthy,,,0
B0325,3,G0168,Kenya_R3,0.03201907,0.6,0,Healthy,,,0
B0326,3,G0123,Nicaragua_R2,0.06273509,0.0,0,Healthy,,,0
B0327,3,G0116,El Salvador_R0,0.05365501,0.0,0,Healthy,,,0
B0329,3,G0112,Samoa_R1,0.06265895,0.0,0,Healthy,,,0
B0330,3,G0334,El Salvador_R0,0.054554757,0.2,0,Healthy,,,0
B0331,3,G0061,Philippines_R0,0.10497519,0.0,0,Healthy,,,0
B0332,3,G0071,Philippines_R3,0.06561837,0.16666666666666666,0,Healthy,,,0
B0334,3,G0089,Madagascar_R2,0.046503656,0.0,0,Healthy,,,0
B0335,3,G0238,El Salvador_R1,0.04645752,0.16666666666666666,0,Healthy,,,0
B0336,3,G0183,Burkina Faso_R2,0.057345238,0.0,0,Healthy,,,0
B0337,3,G0316,Kenya_R0,0.04248087,0.25,0,Healthy,,,0
B0338,3,G0219,Lebanon_R2,0.058781855,0.16666666666666666,0,Healthy,,,0
B0339,3,G0076,Kenya_R0,0.061591733,0.0,0,Healthy,,,0
B0340,3,G0240,Mozambique_R1,0.058849275,0.0,0,Healthy,,,0
B0341,3,G0124,Philippines_R2,0.06298902,0.0,0,Healthy,,,0
B0342,3,G0057,Kosovo_R0,0.0767301,0.0,0,Healthy,,,0
B0343,3,G0332,El Salvador_R2,0.04348625,0.0,0,Healthy,,,0
B0344,3,G0040,Pakistan_R1,0.05738884,0.0,0,Healthy,,,0
B0345,3,G0281,Albania_R3,0.06777491,0.0,0,Healthy,,,0
B0346,3,G0129,Mexico_R0,0.045241088,0.0,0,Healthy,,,0
B0347,3,G0214,Cambodia_R2,0.071419105,0.0,0,Healthy,,,0
B0350,3,G0059,Kenya_R0,0.14646927,0.0,0,Healthy,,,0
B0351,3,G0045,Ecuador_R3,0.07314369,0.0,0,Healthy,,,0
B0352,3,G0020,Pakistan_R2,0.04880033,0.3333333333333333,0,Healthy,,,0
B0354,3,G0037,Armenia_R1,0.071453765,0.2,0,Healthy,,,0
B0355,3,G0136,Guatemala_R0,0.06386641,0.0,0,Healthy,,,0
B0356,3,G0240,Pakistan_R1,0.055119753,0.0,0,Healthy,,,0
B0357,3,G0209,El Salvador_R2,0.08338652,0.16666666666666666,0,Healthy,,,0
B0359,3,G0189,Madagascar_R3,0.05384074,0.0,0,Healthy,,,0
B0360,3,G0125,Georgia_R2,0.099061474,0.0,0,Isolated Stress,,,1
B0361,3,G0009,Honduras_R2,0.043603733,0.0,0,Healthy,,,0
B0362,3,G0179,El Salvador_R0,0.05460394,0.0,0,Healthy,,,0
B0363,3,G0108,Samoa_R0,0.062048413,0.5,0,Healthy,,,0
B0364,3,G0180,Yemen_R3,0.060996957,0.4,0,Healthy,,,0
B0365,3,G0069,Paraguay_R0,0.123079896,0.16666666666666666,1,Independent Regional Shock,8.600546319464206e-48,,1
B0366,3,G0021,Mexico_R3,0.1671306,0.25,0,Healthy,,,0
B0367,3,G0057,The Democratic Republic of the Congo_R1,0.14228942,0.0,0,Healthy,,,0
B0368,3,G0012,Philippines_R3,0.08109543,0.0,0,Healthy,,,0
B0369,3,G0249,Cameroon_R1,0.04502451,0.0,0,Healthy,,,0
B0370,3,G0132,Cambodia_R0,0.07376308,0.16666666666666666,0,Healthy,,,0
B0371,3,G0088,Kyrgyzstan_R1,0.0410857,0.16666666666666666,0,Healthy,,,0
B0372,3,G0208,Cambodia_R3,0.06644954,0.0,0,Healthy,,,0
B0373,3,G0203,Philippines_R2,0.06876429,0.0,0,Healthy,,,0
B0374,3,G0002,El Salvador_R0,0.03936518,0.16666666666666666,0,Healthy,,,0
